Index|Label|First piece|Gold|Prediction|Mistral
178||You will not dispute, I presume, that Mr Marshall of Charleville House and Mr Lane of Bridewood have been the two great butlers of recent times. Perhaps you might be persuaded that Mr Henderson of Branbury Castle also falls into this rare category. But you may think me merely biased if I say that my own father could in many ways be considered to rank with such men and that his career is the one I have always scrutinized for a definition of ``dignity''.|his own father could in many ways be considered to rank with such men|HYPOTHESIS: My father could in many ways be considered to rank with such men and that his career is the one I have always scrutinized for a definition of ``dignity''.|No (not a match)
179||A: Yeah, but that, doesn't mean, B: But that doesn't eliminate it, does it? A: I don't think making laws will stop it.|making laws will stop it|HYPOTHESIS: A: Yeah, but that, doesn't mean, B: But that doesn't eliminate it, does it? A: I don't think making laws will stop it.|No (not a match)
180||``I 've already got money that I 've saved from Grye's winnings.'' Seb did not amplify his statement. He had not forgotten that Christian disapproved of gambling.|Christian disapproved of gambling|"HYPOTHESIS: ``I 've already got money that I 've saved from Grye's winnings.''
            ANSWER: ``I 've already got money that I 've saved from Grye's winnings.''
            ANSWER_START: 10
            ANSWER_END: 15
            ANSWER_CLASS: 1
            ANSWER_LABEL: 1"|No (no match)
181||B: Well that's true. You're right, you know, by the time you've finally got down to it, I was hoping I could remember where all those other things went. A: Well that's kind of the way I was, I tried to remember as I took stuff off where it went, and I don't think I had too many nuts and bolts left over when I got it all put back together.|he had too many nuts and bolts left over|"HYPOTHESIS: A: Well that's kind of the way I was, I tried to remember as I took stuff off where it went, and I don't think I had too many nuts and bolts left over when I got it all put back together.
            SOLUTION: A: Well that's kind of the way I was, I tried to remember as I took stuff off where it went, and I don't think I had too"|No (no match)
182||``Give me more time,'' replies Rufus. But he knows this is part of the game. He probably remembers I don't have a car.|he doesn't have a car|"HYPOTHESIS: Rufus will give me more time.
            ANSWER: Rufus will give me more time."|No (no match)
183||That's why he's locked up. I don't want him to know we 've got divers aboard and I especially don't want him to see me taking off with divers in the general direction of the Delos. If we find that there was no spare tank we shall have to keep an even closer eye on him.|there was no spare tank|HYPOTHESIS: He was locked up. I don't want him to know we 've got divers aboard and I especially don't want him to see me taking off with divers in the general direction of the Delos. If we find that there was no spare tank we shall have to keep an even closer eye on him.|No (no match)
184||A: I don't much care for Michael J Fox anyway. B: Yeah. Well, the last two I saw him in, one of those Back To The Future, Part Three deals and that was crummy also. I didn't think that was any good|that was any good|"HYPOTHESIS: A: I don't much care for Michael J Fox anyway. B: Yeah. Well, the last two I saw him in, one of those Back To The Future, Part Three deals and that was crummy also. I didn't think that was any good
            ANSWER: A: I don't much care for Michael J Fox anyway. B: Yeah. Well, the last two I saw him in, one of those Back"|No (not a match)
185||A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion. Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.|it makes any difference to sentence someone|"HYPOTHESIS: -1 
            EXPECTED: A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion. Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody."|No (no match)
186||I promised Mr Harvey I would. Of course, he's terribly anxious for me to settle down out there, marry Cora-Beth and become an American citizen, the way his father did years ago. Do you realize that according to some strange Scottish law about dynasties Cora-Beth is now heir to the title and the Kinmuire estate?|Cora-Beth is now heir to the title and the Kinmuire estate|"HYPOTHESIS: I promised Mr Harvey I would. Of course, he's terribly anxious for me to settle down out there, marry Cora-Beth and become an American citizen, the way his father did years ago. Do you realize that according to some strange Scottish law about dynasties Cora-Beth is now heir to the title and the Kinmuire estate?
            ANSWER: I promised Mr Harvey I would. Of course, he"|No (not a match)
187||A: So that's not too bad. B: No, uh, I really think that, here in Indiana at least we pay uh, just too much tax. I worked in a factory, uh, last summer and, on the average, I was losing twenty percent of every paycheck to taxes and I don't feel that I really get a whole lot of return from that.|she really gets a whole lot of return from taxes|HYPOTHESIS: A: I think that, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh|No (no match)
188||This was the back of the shelter. It had an emergency exit which they all had a go at unbolting. Willie was so absorbed that he didn't notice that his knees were being licked and unconsciously he rested his hand on the back of Sammy's neck.|Willie's knees were being licked|"HYPOTHESIS: The back of the shelter had an emergency exit.
            ANSWER: The back of the shelter had an emergency exit.
            
            LABEL: -1 
            PREMISE: The back of the shelter had an emergency exit.
            HYPOTHESIS: The back of the shelter had an emergency exit.
            ANSWER: The back of the shelter had an emergency exit.
            
            LABEL"|No (not a match)
189||The window-boxes were in full bloom. But there was a for sale board up, new today, he hadn't seen it there this morning when he set out for the meeting with the AC. Mrs Brocklebank had been quiet lately about the tragic possibilities of the house but he did not think she had forgotten.|Mrs. Brocklebank had forgotten|"HYPOTHESIS: The window-boxes were in full bloom. But there was a for sale board up, new today, he hadn't seen it there this morning when he set out for the meeting with the AC. Mrs Brocklebank had been quiet lately about the tragic possibilities of the house but he did not think she had forgotten.
            ANSWER: The window-boxes were in full bloom. But there was a for sale board up, new today, he"|No (not a match)
190||I was emotionally devastated, but I was not going back with the intention of finding a man to take care of me, to pay my bills, to embellish me and play papa as Helmut had. I was irritated that he could imagine I would want to go back to him.|she would want to go back to Helmut|"HYPOTHESIS: I was emotionally devastated, but I was not going back with the intention of finding a man to take care of me, to pay my bills, to embellish me and play papa as Helmut had. I was irritated that he could imagine I would want to go back to him.
            ANSWER: I was emotionally devastated, but I was not going back with the intention of finding a man to take care of me, to pay"|No (not a match)
191||B: If you compare like the people that could have sent their kids to private schools and you know, the people that, uh, did send their kids to private schools. A: Yes. B: I think they compare you know, fairly well. A: Yeah. Yeah. I mean, I honestly don't really think I could have, you know, done much better than I did in the school system I was in.|she could have done much better than she did in the school system she was in|"HYPOTHESIS: -1 
            PREMISE: B: If you compare like the people that could have sent their kids to private schools and you know, the people that, uh, did send their kids to private schools. A: Yes. B: I think they compare you know, fairly well. A: Yeah. Yeah. I mean, I honestly don't really think I could have, you know, done much better than I did in the school"|No (not a match)
192||It was an extraordinary sensation, floating here in the inky darkness, with moonbeams dancing off the top of the small waves, and the twinkling stars above shining through the moth-eaten blanket of the night sky. It was as if she was all alone - a tiny speck on the ocean, surrounded by a galaxy that seemed to stretch out into infinity. Despite being caught up in an almost mystical trance Laura had not entirely forgotten that she wasn't the only person swimming in the ocean.|Laura wasn't the only person swimming in the ocean|HYPOTHESIS: It was an extraordinary sensation, floating here in the inky darkness, with moonbeams dancing off the top of the small waves, and the twinkling stars above shining through the moth-eaten blanket of the night sky. It was as if she was all alone - a tiny speck on the ocean, surrounded by a galaxy that seemed to stretch out into infinity. Despite being caught up in an almost mystical trance Laura had not entirely|No (no match)
193||``That's no problem,'' he grinned, unabashed. ``We have a perfectly efficient paging system, isn't that right, Niall?'' Lindsey saw the dark brow come down and from his thunderous expression could tell Niall was furious.|Niall was furious|"HYPOTHESIS: ``That's no problem,'' he grinned, unabashed. ``We have a perfectly efficient paging system, isn't that right, Niall?'' Lindsey saw the dark brow come down and from his thunderous expression could tell Niall was furious.
            ANSWER: ``That's no problem,'' he grinned, unabashed. ``We have a perfectly efficient paging system, isn't that right"|No (not a match)
194||And, such is trust, they went on seeing it after it had gone, for by now they were used to the constant and bewildering ebb and flow of Stevenson money. Each banker took it to be part of some Brand strategy of which he was privileged to see, and be entrusted with, but a small portion. They did not notice that there was now more ebb than flow.|there was now more ebb than flow|HYPOTHESIS: And, such is trust, they went on seeing it after it had gone, for by now they were used to the constant and bewildering ebb and flow of Stevenson money. Each banker took it to be part of some Brand strategy of which he was privileged to see, and be entrusted with, but a small portion. They did not notice that there was now more ebb than flow.|No (not a match)
195||I shall not waver even at this supreme moment. Nor shall I again urge the objections cited above to the ``murderous conspiracy'' theory. I simply wish to point out that if it is supposed that Karen Parsons and I embarked that afternoon with the intention of drowning her husband why did we wait till we had reached a point where our criminal acts were overlooked by at least fifteen witnesses?|he and Karen Parsons embarked that afternoon with the intention of drowning her husband|HYPOTHESIS: I shall not waver even at this supreme moment. Nor shall I again urge the objections cited above to the ``murderous conspiracy'' theory. I simply wish to point out that if it is supposed that Karen Parsons and I embarked that afternoon with the intention of drowning her husband why did we wait till we had reached a point where our criminal acts were overlooked by at least fifteen witnesses?|No (no match)
196||Occasionally, gross chromosome damage was visible.  Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had the disease. Under a microscope he could actually see that a bit of chromosome 13 was missing.|a bit of chromosome 13 was missing|"HYPOTHESIS:  Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had the disease. Under a microscope he could actually see that a bit of chromosome 13 was missing.
            ANSWER:  Dr. Knudson found that some children with the eye cancer had inherited a damaged copy of chromosome No. 13 from a parent who had had"|"No (not a near-exact match) 
---

Please provide the reference text and the candidate text you would like me to evaluate. 

Please note"
197||Maggie rocked her closer still. She could understand the guilt that Ana carried. She prayed that Felipe would hurry back because he was the only one who could convince Ana that she was not to blame.|Ana was not to blame|HYPOTHESIS: Maggie rocked her closer still. She could understand the guilt that Ana carried. She prayed that Felipe would hurry back because he was the only one who could convince Ana that she was not to blame.|No (not a match)
198||A: Yeah. Well, Do you have anything else to say? B: Well,  No, not too much more about credit cards. A: Okay. I don't think I do either|she has more to say about credit cards|HYPOTHESIS: A: Okay. I don't think I do either|No (no match)
199||B: but, you know, for other kind of cans, it'd probably only take aluminum cans like that, don't they. A: Yeah, I don't, yeah, I don't think it would crush steel cans,|it would crush steel cans|HYPOTHESIS: B: but, you know, for other kind of cans, it'd probably only take aluminum cans like that, don't they. A: Yeah, I don't, yeah, I don't think it would crush steel cans,|No (no match)
200||Nothing yet. Except that I will not detain you in prison or expel you from Scotland, on one condition. You will tell me if you find it was murder and give me the name of the murderer.|it was murder|"HYPOTHESIS: Nothing yet. Except that I will not detain you in prison or expel you from Scotland, on one condition. You will tell me if you find it was murder and give me the name of the murderer.

            LABEL: 0 
            PREMISE: Nothing yet. Except that I will not detain you in prison or expel you from Scotland, on one condition. You will tell me if you find it was"|No (not a match)
201||What on earth did I think I was playing at? The people back at the hotel didn't know me. They didn't know I wouldn't steal money like that.|she wouldn't steal money like that|"HYPOTHESIS: The people back at the hotel didn't know me. They didn't know I wouldn't steal money like that.
            
            LABEL: -1 
            PREMISE: I'm not sure I'm going to be able to do this. I'm not sure I'm going to be able to do this. I'm not sure I'm going to be able to do this.
            HY"|No (not a match)
202||B: like the customer is always right and you know, no matter how crabby you might be over the phone, they are very understanding and, uh, they ma- make sure things are set properly if you're any way dissatisfied with their merchandise. A: That's really good. It use to be like that. B: Uh-huh. A: But,  I don't think most places are like that anymore.|most places are like that anymore|"HYPOTHESIS: A: That's really good. It use to be like that. B: Uh-huh. A: But,  I don't think most places are like that anymore.
            ANSWER: A: That's really good. It use to be like that. B: Uh-huh. A: But,  I don't think most places are like that anymore."|No (no near-exact match)
203||A: Okay. Uh, one of the things they talked about was, uh, what do we think about a judge making the decision? B: Uh-huh. A: And I really don't agree with that. I think that the trial by jury is better, uh, you know, having a unanimous decision rather than to have one person be responsible. I don't think that they could be objective in every case, every time.|a judge could be objective in every case|HYPOTHESIS: A: Okay. Uh, one of the things they talked about was, uh, what do we think about a judge making the decision? B: Uh-huh. A: And I really don't agree with that. I think that the trial by jury is better, uh, you know, having a unanimous decision rather than to have one person be responsible. I don't think that they could be objective in every case|No (not a near-exact match)
204||Except that his face, with those tobacco-stained looking eyes and drooping moustache, was always the same and you never knew what he was thinking. When he looked at you it was like he knew something he wasn't telling, or was laughing at you, no matter what it was he said. That's when you could tell Henry Mendez was Mexican.|Henry Mendez was Mexican|HYPOTHESIS: Except that his face, with those tobacco-stained looking eyes and drooping moustache, was always the same and you never knew what he was thinking. When he looked at you it was like he knew something he wasn't telling, or was laughing at you, no matter what it was he said. That's when you could tell Henry Mendez was Mexican.|No (no match)
205||A: What do you think about Robin Hood? B: Well, I work for school district and, uh, it has hurt us a lot. Uh, there has to be some way, I think, to equalize education opportunities. But, uh, you know, I think, especially big government, tends to think that the solution to everything is to throw money at it. And I don't, you know, that's just not true. you know, I don't think money is going to take the place of intelligence or, uh, problem solving skills.|money is going to take the place of intelligence|HYPOTHESIS: A: Well, I work for school district and, uh, it has hurt us a lot. Uh, there has to be some way, I think, to equalize education opportunities. But, uh, you know, I think, especially big government, tends to think that the solution to everything is to throw money at it. And I don't, you know, that's just not true. you know, I don't|No (no match)
206||A: Is, uh, kind of fun. It's best done when you have leisure time and I had more of that in my childhood days than I have now. And I grew up in an area that, uh, was just a few feet from a rather large lake, and a few more miles from that was a even larger lake and we had a variety of boats at our disposal. Uh, I worked for a camp for a number of years. My father was on staff there, and we had every kind of things from canoes to paddle boats, sailboats, speedboats, you name it, they had it and we did a lot of, water sports. But I think, uh, the thing I liked the best was, uh, we spent about a summer couple of guys, uh, restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real big old four- foot center board that went down in the middle to keep you upright when the waves, or the wind came from the side and we got that thing in the water and had a real good time with it. If you ever got it dumped over, though, it was a mess to get back up. It wasn't like the newer ones that have nice chambers that keep it afloat or keep it, uh, upright again. This one you had to work with. You get out of the water again and get it upright. And, uh, sailing was kind of nice to learn the maneuvers you had to make to work your way down a lake or work back up against the wind, as it were, tacking back and forth and, uh, more than once we'd get out there on a really stormy day and, uh, the storm or the wind was due to the front blowing and as soon as the front came over, it was calm. So you're out in the middle of nowhere with a paddle and you paddle your way back in and hope it doesn't start raining on you right away. And that didn't always work. We oftentimes got wet,. But, uh, it's a nice hobby to have. Nowadays I don't think I could afford the boat or the time,|he could afford the boat|HYPOTHESIS: A: Is, uh, kind of fun. It's best done when you have leisure time and I had more of that in my childhood days than I have now. And I grew up in an area that, uh, was just a few feet from a rather large lake, and a few more miles from that was a even larger lake and we had a variety of boats at our disposal. Uh, I worked for a camp for a number|No (no match)
207||A: Not that they won't appoint them but there is no budget for them, I guess. and the courthouse that goes with them and the bailiffs and the uh, court clerks. B: Huh.  Yeah. Whatever. A: So it seems, uh, no, I do not think I would change it.|he would change it|HYPOTHESIS: A: I think they're going to be able to do it. B: They're going to be able to do it. A: I think they're going to be able to do it. B: They're going to be able to do it. A: I think they're going to be able to do it. B: They're going to be able to do it. A: I think they're going to|No (no match)
208||Why should a boat be less social than a caravan, for heaven's sake? He 'd never seen Janet drinking out of a can before, either. But he mustn't forget that it was a great occasion for old Willis who must be getting on for sixty-live ready to take the knock any day now.|it was a great occasion for old Willis|"HYPOTHESIS: The boat is less social than the caravan.
            ANSWER: The boat is less social than the caravan."|No (no contextual similarity)
209||Therese, lying on her narrow bed at the Goldener Adler, was fighting overwhelming panic. She was exhausted and she wasn't even taking the lead in tonight's performance. If she was this tired how did she think she 'd be able to survive Maritza on the following night and Luxembourg next week?|Therese 'd be able to survive Maritza on the following night|HYPOTHESIS: Therese, lying on her narrow bed at the Goldener Adler, was fighting overwhelming panic. She was exhausted and she wasn't even taking the lead in tonight's performance. If she was this tired how did she think she 'd be able to survive Maritza on the following night and Luxembourg next week?|No (not a match)
210||``Oh, yes. It's just that it would have been nice to have seen the signs,'' said Caspar, rolling the maps up and packing them in his saddle bag. He did not say that he hoped Floy and Snodgrass were all right because he did not think he had to say it.|Casper had to say he hoped Floy and Snodgrass were all right|HYPOTHESIS: ``Oh, yes. It's just that it would have been nice to have seen the signs,'' said Caspar, rolling the maps up and packing them in his saddle bag. He did not say that he hoped Floy and Snodgrass were all right because he did not think he had to say it.|No (not a match)
211||B: uh, those Cowboys have increased their prices again this year. A: Oh yeah. B: But I didn't know, I don't think I've heard anything on the Rangers,|he has heard something on the Rangers|"HYPOTHESIS: B: uh, those Cowboys have increased their prices again this year. A: Oh yeah. B: But I didn't know, I don't think I've heard anything on the Rangers,
            SOLUTION: B: uh, those Cowboys have increased their prices again this year. A: Oh yeah. B: But I didn't know, I don't think I've heard anything on the Rangers,"|No (no match)
212||I saw the American woman kiss his hand. So she was an RC, too. No refreshment was offered not because Monsignor wished to be inhospitable but because he didn't feel it was appropriate to the place and time.|refreshment was appropriate to the place and time|HYPOTHESIS: The American woman was an RC, too.|No (no match)
213||He had only to say he admired Grace Bird's fortitude and instantly her chin stiffened with resolve. He had but to comment favourably on the kittenish qualities of Babs Osborne for her to curl up as best she could on the plush seat beside him, her thumb in her mouth. Twenty-four hours later he admonished Babs for over-stressing the little-girl aspect of Cleopatra pointing out that childishness of character was not a question of years and that she was mistaken if she supposed the difference between folly and wisdom had anything to do with either age or youth.|the difference between folly and wisdom had anything to do with either age or youth|HYPOTHESIS: He had but to comment favourably on the kittenish qualities of Babs Osborne for her to curl up as best she could on the plush seat beside him, her thumb in her mouth.|No (no match)
214||B: You know, how can you help depending on the day care center, you know, A: Yeah. B: you got to when you hear about all the horrible things that happen in day care centers, have you ever noticed they're always like a family owned center where the mother and the daughter and the son run it, you know, kind of thing.|day care centers are always like a family owned center|HYPOTHESIS: B: Yeah. A: you got to when you hear about all the horrible things that happen in day care centers, have you ever noticed they're always like a family owned center where the mother and the daughter and the son run it, you know, kind of thing.|No (not a match)
215||A: in a lot of parts, yeah. I know Texas is supposed to be flat, but you know, down by the Denison Dam there's a lot of, uh, B: Uh-huh.  Sherman and Denison, do you know my grandparents live in Durant?|her grandparents live in Durant|HYPOTHESIS: A: Yeah, I know.  B: Yeah, I know.  A: Yeah, I know.  B: Yeah, I know.  A: Yeah, I know.  B: Yeah, I know.  A: Yeah, I know.  B: Yeah, I know.  A: Yeah, I know.  B: Yeah, I know.  A: Yeah, I know.  B: Yeah, I|No (no match)
216||A: Yeah. Koontz. Uh, his last name ends in a Z, I know that. B: Yeah, oh, I think I know who you're talking about. Uh, I've seen, I don't think I can pronounce it either,|she can pronounce it|"HYPOTHESIS: A: Yeah. Koontz. Uh, his last name ends in a Z, I know that. B: Yeah, oh, I think I know who you're talking about. Uh, I've seen, I don't think I can pronounce it either,
            SOLUTION: A: Yeah. Koontz. Uh, his last name ends in a Z, I know that. B: Yeah"|No (no match)
217||``She caught a fever in the village. Benedict had it, too.'' But I don't think Isabel wanted to live.|Isabel wanted to live|HYPOTHESIS: ``She caught a fever in the village. Benedict had it, too. But I don't think Isabel wanted to live.''|No (not a match)
218||``It doesn't happen very often.'' Karen went home happy at the end of the day. She didn't think that the work was difficult.|the work was difficult|HYPOTHESIS: ``It doesn't happen very often.''|No (no match)
219||B: Well, that's true. A: I think that's really the only thing. I guess where I would like to see the system change is, uh, uh, there ought to be a well I guess I don't think that, uh, uh, juries need to decide sentencing all the time.|juries need to decide sentencing all the time|"HYPOTHESIS: B: Well, that's true. A: I think that's really the only thing. I guess where I would like to see the system change is, uh, uh, there ought to be a well I guess I don't think that, uh, uh, juries need to decide sentencing all the time.

            LABEL: 1 
            PREMISE: B: Well, that'"|No (not a match)
220||He was in Radio Times as a strip cartoon for eight years and his portrait has hung in the Royal Academy. This book is intended not only for present-day children but also for all who have ever enjoyed the Captain's adventures. The story could have happened anywhere but some readers may notice that Sinkport closely resembles a well-known coastal town in East Sussex.|Sinkport closely resembles a well-known coastal town in East Sussex|"HYPOTHESIS: The story could have happened anywhere but some readers may notice that Sinkport closely resembles a well-known coastal town in East Sussex.
            Answer: The story could have happened anywhere but some readers may notice that Sinkport closely resembles a well-known coastal town in East Sussex.

            LABEL: -1 
            PREMISE: The story could have happened anywhere but some readers may notice that Sinkport"|No (not a match)
221||She was sick with worry about everything. It's like being caught in huge sticky web - the more you struggle, the more entangled you get. Did you ever feel that it would be nice to give up struggling and close your eyes and sleep and never wake any more?|it would be nice to give up struggling and close your eyes and sleep and never wake any more|HYPOTHESIS: She was sick with worry about everything. It's like being caught in huge sticky web - the more you struggle, the more entangled you get. Did you ever feel that it would be nice to give up struggling and close your eyes and sleep and never wake any more?|No (not a match)
222||B: Well, that's I meant when I said the school. A: Yeah. I don't blame it on the teachers in the school. although I think that, I do know for a fact that some of the teachers that I know personally get paid an awful lot more than, well, they do quite well for themselves. B: Huh. Well, that's odd because I don't think the teachers in my school district, uh, were well paid.|the teachers in her school district were well paid|HYPOTHESIS: B: Well, that's I meant when I said the school. A: Yeah. I don't blame it on the teachers in the school. although I think that, I do know for a fact that some of the teachers that I know personally get paid an awful lot more than, well, they do quite well for themselves. B: Huh. Well, that's odd because I don't think the teachers in my school district,|No (not a match)
223||B: I think I've been trout fishing once. I've never fly fished. Have you fly fished? A: Uh, no I haven't. I don't know that I could do that.|she could do that|HYPOTHESIS: B: I think I've been trout fishing once. I've never fly fished. Have you fly fished? A: Uh, no I haven't. I don't know that I could do that.|No (not a match)
224||He didn't say he loved her but,'' I think we're going to love each other, Lyn.'' From the pulled and sagging pockets of his jacket, his Sunday-go-to-meetings suit, his only suit, Dadda produced a cairngorm and silver ring for Lyn and a pearl-handled Stilton knife for Stephen. Though they might have forgotten that the following day would be the sixth anniversary of their engagement he with his prodigious memory had not.|the following day would be the sixth anniversary of Lyn and Stephen's engagement|"HYPOTHESIS: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1"|No (no match)
225||Roman settled them at one of the small tables in a garden at the side of the yard at the Crowned Head. He summoned a girl, who seemed mesmerised by his virile look, and ordered lager for them both. ``I need something stronger than coffee '' he said and Claudia could see that he was under considerable strain.|Roman was under considerable strain|HYPOTHESIS: Roman settled them at one of the small tables in a garden at the side of the yard at the Crowned Head. He summoned a girl, who seemed mesmerised by his virile look, and ordered lager for them both. ``I need something stronger than coffee '' he said and Claudia could see that he was under considerable strain.|No (not a match)
226||B: Yeah, it's called VCX or something like that. Also called Delta Clipper, which is a decent name for something like that. A: Wow.  Well, I don't know. you think you'd, uh, go up in space if you had a chance?|speaker B would go up in space if he had a chance|HYPOTHESIS: A: Yeah, it's called VCX or something like that. Also called Delta Clipper, which is a decent name for something like that.|No (no match)
227||B: That's true. A: So. B: Uh, the other argument is that the death penalty is a deterrent and I really don't, uh, agree with that. I don't think anyone who would commit uh, a crime that would get them the death penalty would stop at the moment and say, well, I was about to kill and dismember this person but, oh, if they catch me they're going to kill me so I better not do it. I just, don't think uh, that it works that way.|it works that way|"HYPOTHESIS: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1 
            Answer: -1"|No (no match)
228||A: Not that they won't appoint them but there is no budget for them, I guess. and the courthouse that goes with them and the bailiffs and the uh, court clerks. B: Huh.  Yeah. Whatever. A: So it seems, uh, no, I do not think I would change it. The more I verbalize it, I do not think I would want to change the system.|she would want to change the system|HYPOTHESIS: A: Not that they won't appoint them but there is no budget for them, I guess. and the courthouse that goes with them and the bailiffs and the uh, court clerks. B: Huh.  Yeah. Whatever. A: So it seems, uh, no, I do not think I would change it. The more I verbalize it, I do not think I would want to change the system.|No (no match)
229||Erlich was breaking the rules. A Fed on assignment overseas with the ranking of Assistant Legal Attache must always work through local law-enforcement agencies. Back at F.B.I.H.Q. where the book ran the show they would have been climbing the walls in the Office of Liaison and International Affairs if they had known that he was out on his own.|Erlich was out on his own|"HYPOTHESIS: Erlich was breaking the rules. A Fed on assignment overseas with the ranking of Assistant Legal Attache must always work through local law-enforcement agencies. Back at F.B.I.H.Q. where the book ran the show they would have been climbing the walls in the Office of Liaison and International Affairs if they had known that he was out on his own.
            ANSWER: Erlich was breaking the rules."|"Yes
---
Example 6:

REFERENCE TEXT:
The 2010 FIFA World Cup was the 19th FIFA World Cup, an international soccer tournament"
230||Colin hated the way he inspected the rag before folding the contents into the centre and forcing it into his trouser pocket. Smith obliged on all counts before announcing firmly, ``It was Arson.'' If Smith said it was Arson then that's what it was.|it was Arson|HYPOTHESIS: Smith said it was Arson.|No (not a match)
231||B: Um, in fact, Los Alamos, uh, has, uh, done a fair amount of research, uh, in recycling things in general. Um, it involves, for instance, uh, creating biological organisms which can remove heavy elements like selenium, and barium and, uh, other things from, uh, waste material in general. uh, and purify the waste of specific, uh, uh, nasty elements. A: Well, that's pretty, uh, upscale, uh, trash, uh, uh, situation. I don't think anybody around here would understand all those exotic techniques, you know, getting rid of the heavy metals.|someone around here would understand all those exotic techniques|"HYPOTHESIS: A: Well, that's pretty, uh, upscale, uh, trash, uh, uh, situation. I don't think anybody around here would understand all those exotic techniques, you know, getting rid of the heavy metals.
            ANSWER: A: Well, that's pretty, uh, upscale, uh, trash, uh, uh, situation. I don't think anybody"|"No (not a near-exact match) 
---

Please provide the reference text and the candidate text you would like me to evaluate. 

REFERENCE TEXT"
232||The nurses were well trained in dealing with rich patients who were used to doing as they pleased and often disliked accepting the discipline of routine. They knew that the very old, the alcoholics, and the more than slightly batty patients (called ``eccentric'') had to be carefully supervised. This old dear who was to be kept under heavy sedation clearly didn't know that she was a long-term patient being treated for depression.|this old dear was a long-term patient|HYPOTHESIS: The nurses were well trained in dealing with rich patients who were used to doing as they pleased and often disliked accepting the discipline of routine. They knew that the very old, the alcoholics, and the more than slightly batty patients (called ``eccentric'') had to be carefully supervised.|No (no match)
233||The English read: It is forbidden to cross the Toacks. That summer I came to know the Toacks - with their roots hooked under the earth's crust. On the right side of them you'd never guess they even existed but from where I was they were too deep to fathom and too tall to cross.|the Toacks even existed|HYPOTHESIS: The English read: It is forbidden to cross the Toacks. That summer I came to know the Toacks - with their roots hooked under the earth's crust. On the right side of them you'd never guess they even existed but from where I was they were too deep to fathom and too tall to cross.|No (not a match)
234||Tonight... The cool air caressed her bare arms, and Folly shivered and turned back towards the house. What did women do, who were waiting for their lovers? How could she sit calmly and read a magazine when all the time she knew that any moment there would be a knock on the door and Luke would be standing there waiting?|any moment there would be a knock on the door|"HYPOTHESIS: She was waiting for her lover.
            Answer: She was waiting for her lover."|No (no match)
235||A: Well, uh, uh, do you ever use the ATM machines? B: No, I never do. My husband does at work just to get cash out, but, uh, I take the checkbook so if I need cash, I just tell him and he gets it out and I don't even think I know my number.|he knows his number|"HYPOTHESIS: A: Well, uh, uh, do you ever use the ATM machines? B: No, I never do. My husband does at work just to get cash out, but, uh, I take the checkbook so if I need cash, I just tell him and he gets it out and I don't even think I know my number.
            ANSWER: A: Well, uh, uh, do you ever"|"Yes
No
Yes
Yes
No
--- 

Note: The task is to determine if the candidate text is an exact or near-exact"
236||His microphone whistled a little and Sally winced in embarrassment. The first model appeared on the catwalk looking so glamorous so unbelievably chic that Sally could scarcely believe that her very own sister could be a part of this glittering performance.|Sally's very own sister could be a part of this glittering performance|"HYPOTHESIS: Sally could scarcely believe that her very own sister could be a part of this glittering performance.
            
            LABEL: 1 
            PREMISE: The first model appeared on the catwalk looking so glamorous so unbelievably chic that Sally could scarcely believe that her very own sister could be a part of this glittering performance.
            HYPOTHESIS: Sally could scarcely believe that her"|No (not a match)
237||B: Yeah, and it almost seems like in order to avoid, uh, some of the scandal, you would have to have the kind of wife that you would only find, say in the Bobsy twins or, something like that. A: Right.  You know, I also think it would be funny if we could know everything about the people that were in there and throw them out. I don't think there would be too many left.|there would be too many left|HYPOTHESIS: B: Yeah, and it almost seems like in order to avoid, uh, some of the scandal, you would have to have the kind of wife that you would only find, say in the Bobsy twins or, something like that. A: Right.  You know, I also think it would be funny if we could know everything about the people that were in there and throw them out. I don't think there would be too many left.|No (no match)
238||``Rather a long shot, wasn't it? Twenty years?'' How do you know the baby was born here?|the baby was born here|"HYPOTHESIS: ``Rather a long shot, wasn't it? Twenty years?'' How do you know the baby was born here?

            LABEL: -1 
            PREMISE: ``I'm not sure what you mean.''
            HYPOTHESIS: ``I'm not sure what you mean.''

            LABEL: -1 
            PREMISE: ``I'm not sure what you"|No (no match)
