uID,Context
SWBD-388,"A: Because, I know that now there, they want the armed forces to recognize that women can serve in combat roles. B: Uh-huh, uh-huh. A: And the only, uh, branch in the armed services that seems willing to do that is the Air Force. And, uh, I spoke because women were flying missions uh, in the Persian Gulf war. B: Huh.  Yeah, yeah. A:"
SWBD-389,"A: It was just a side benefit. B: Yeah, yeah, because, I'm not big or anything, but I'm not in great shape, But when I worked out, I got in pretty good shape. I didn't build up muscle, though, I just got real good and toned. A: Yeah. B:"
SWBD-39,"A: That's good. They say, B: And they get along real good."
SWBD-390,"A: and, they seem pretty, you know, they don't have the hard body. They don't have that perfect look, and an awful lot of exercise is sort of image conscious. But you know, they live to a hundred and ten some, you know, B: Yeah, A: And, that's, B:"
SWBD-391,"B: All right, well. A: Um, short term, I don't think anything's going to be done about it or probably should be done about it. B: Right. "
SWBD-392,"B: and the new cars is, hardly anything. A: Yeah, they're better, but how about all the trucks and buses that are out there. Uh, when was the last time you saw a truck that didn't belch, smoke, or, uh, B: Yeah,"
SWBD-393,"A: that's the whole point. There are so many games in a year that they've got to have repeat customers. B: Yeah. A: They can't afford not to, and, you know, that's one of the things that I think Saint Louis has done, um, I mean, you know, their ticket prices are, you know, I guess as high as anybody else's but somehow or another they, attract, uh, so many people from, I mean it's a small market and yet they attract as many if not more than uh, uh, most, other cities, so. B: Yeah,"
SWBD-394,"A: I do too, so she couldn't possibly turn them out like some of these popular writers, B: Huh-uh. A: but oh, her books are just incredible."
SWBD-395,"A: and the ones that test positive have to retest after a certain period of time. B: Right. Well, do you think that should be implemented in the work place"
SWBD-396,"B: Right. And I'm sure that would make a big difference, too. You know, you've got, A: Yeah. Well, what about a voluntary program?"
SWBD-397,"B: I can understand that very easily. I've had a class on, um, R Base and also in Paradox A: Uh-huh. B: and both of those seem very easy to use compared to D Base. A: Uh-huh."
SWBD-398,"B: You know, how can you help depending on the day care center, you know, A: Yeah. B: you got to when you hear about all the horrible things that happen in day care centers,"
SWBD-399,"A: It's no more costly than renting one. The last, see I went about two or three weeks ago and saw FX TWO and that is a really good movie, if you like special effects, kind of gory and lots of, you know action. B: Uh-huh.  I have not done that one, I don't know if I have even heard of that one. A:"
SWBD-4,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:"
SWBD-40,"A: And you also get a lot of, uh, juries are extremely, uh, and from what I hear, I have some friends who do expert witness testimony and they say that, uh, juries are extremely vulnerable to, uh, sort of emotional pitches, you know, the prosecutor will want to, oh, I don't know show the mugging victim, you know, show the nice person he was and what a family life, and basically get the jury to be very sympathetic with the victim, or, uh, if it's a corporation, that was, uh, you know, harming some individual or something like that, they get very much, well, you know, it's just a big faceless corporation. let's make them pay as much as possible. Things like that. B: Uh-huh. A: So, not, I mean, I'm,"
SWBD-400,"A: Now the best, the supporting actor, he was good, but from what I heard, the guy who got it was better, so you know, I can see that. B: Yeah. A: But, oh, B:"
SWBD-401,"A: in a lot of parts, yeah. I know Texas is supposed to be flat, but you know, down by the Denison Dam there's a lot of, uh, B: Uh-huh.  Sherman and Denison,"
SWBD-402,"A: Um, yeah, I guess that's not an easy solution. there's no easy solution for that. B: Uh-huh.  I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than, A: Uh-huh. B:"
SWBD-403,"B: And also I just think it gets a lot, I'm a big, uh, supporter of personal freedoms and personal privacies, and I think that it just moves down along a line that I really would find bad if most people went down that line into regulating employees' lives outside of work, you know, there's already talk of people, well, we're not going to hire you if you smoke. Well, you know, I can see how they can say in the work place you don't want them to smoke, but when somebody leaves work, I don't think that it's the employer's right to regulate their life style at all. A:"
SWBD-404,"B: and, um, it makes a difference, I, and just the social values, A: Well, I've just,"
SWBD-405,"B: So am I. A: Are you, B:"
SWBD-406,"B: the Arabs all of a sudden uh, are cheering for Baker on his drive to reconcile relations with the Israelis, so it's like, A: Well, Baker is really not very much pro Israel. B: Yeah I, A:"
SWBD-408,"B: how'd you like to own a piece of property where your lake is going sour because of acid rain. A: Right.  Right. B: It's, uh, really a serious issue for those of us up in this, uh, sector up here. A:"
SWBD-409,"B: I think it's up to individuals too, to ask automakers for less pollutant vehicles. A: Yeah,  Yeah, I think you need a vehicle something like, uh, Ralph Nader, Nader's Raiders, uh, or, uh, uh,   R P, which has a lot of members. Uh, if you can get those types of groups. B: Yeah.  Uh-huh. "
SWBD-41,"B: I think for serial murder it is warranted because if a person who would do something like that in cold blood, A: Uh-huh.  Uh-huh.  Needs to be punished or, uh, eliminated from society. B:"
SWBD-410,"B: Um, gee, I don't, I mean, I guess it's the stuff that comes out of automobile exhaust, you know, they say in the paper nitrous oxides and ozone and all that. A: Right. B: So, I believe them but I'm not a chemist. A:"
SWBD-411,A: Okay. B: Okay.
SWBD-412,"A: Well what did you think of Reagan as a president? B: I just thought he was really inept. I don't think he did anything at all. they just kind of sat him up there like a puppet and the people that were, A:"
SWBD-413,"A: Well I spent three years in Germany, so I'm not too thrilled with the whole thing anyway. A: But I got used to it, it was really strange, I mean, when we came to San Antonio it was just swelter and then we got used to it and then we went up to Dallas and it was just, it's not that it's just hot or dry, it's just not very comfortable, it just, B: Her-,"
SWBD-414,"A: Boy that really takes someone who is bold to do that. B: Well, yeah, it's pretty bad. A:"
SWBD-415,"B: is that good? You know, I've seen that so many times, strawberries dipped in chocolate but I've never tried it, are they really good? A: Yeah, you know, if you get a sweet strawberry they're much better, but if you get a sour strawberry, B:"
SWBD-416,"B: All right, well. A: Um, short term, I don't think anything's going to be done about it or probably should be done about it. B: Right. "
SWBD-417,"B: No, not really. Uh, the only thing that annoys me is when, uh, people call and uh, you have solicitation calls. A: Uh-huh. B: That's the only thing that bothers me. That's not really invading my privacy. A: Right. B:"
SWBD-418,"B: Oh, yeah, it's been beautiful this last week but, A: I could do with a little less wind, but I think the temperature has been pretty good so far for working outside. B: Yeah. A:"
SWBD-419,"B: I think that probably was the difference in that game. A: Uh-huh. B: Because it really could have gone either way. Down to the end, you know. A:"
SWBD-42,"A: I thought Carter was good too, and that was, yeah, B: Did you? I always liked him, I thought he was great at the time and I just couldn't get over the fact that Reagan beat him."
SWBD-420,"A: I do not have one in my home. I use one all day at work, but I don't have one at home. B: Do you wish you,"
SWBD-421,"A: Well I, uh, when is your next one, uh, scheduled now. B: Well it's like, the last one was my high school graduation the next one was when I graduated from college, so I guess about two more years. A: Yes, well,"
SWBD-422,"B: it's also a way of relieving stress. My wife kind of laughs, at me that anytime I get stressed out I just go out in the garage and we've got more book shelves. A: Well, I'll have to come and see them. That sounds like a good idea. I, you know, and that is right, it is out of necessity because lot of the things uh, well, we can't be able to afford, but also I sometimes think that, uh, I enjoy doing that and I like to get out and, uh, to work with my hands and, uh, sounds like you got some real nice tools, too."
SWBD-423,"B: Yeah, it's called VCX or something like that. Also called Delta Clipper, which is a decent name for something like that. A: Wow.  Well, I don't know."
SWBD-424,"B: Yeah, it isn't, there is not much out there that is fair, that's for sure. A: Right. B: Huh. I will agree to that. A:"
SWBD-425,"B: Mile a Minute. A: Well, I'm not sure what she does I, first thing that comes to mind is some kind of chain stitch because she starts and goes all the way across, you know, back and forth until she winds up with this big piece of afghan."
SWBD-426,"B: Oh, I see. So, do you... A: and the ones that test positive have to retest after a certain period of time. B: Right."
SWBD-427,"B: Right. And the parents fund them for the whole year and a half that they're gone. A: uh, it's interesting. It gets them away from home and gets them to do something useful, although the kids today, though, it seems almost that their concern for money, we were doing some investigating colleges and said the kids are much more interested today in trying to find a job, study something that will give them a job as opposed to, be curious as to if, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,"
SWBD-428,"A: Uh, I saw Seven Eleven that was hiring. B: Well, I'm sure with the new, uh, contract awarding"
SWBD-429,"A: I haven't really noticed them doing that, but whatever, again I don't watch TV news that much now. If I had access to CNN, I would watch TV news more. Uh, you know, but I don't usually. B: Yeah, I don't have access either. Although, I did at one time and it was, I did during the Gulf War and it was addictive. A: Yeah."
SWBD-43,"A: Sure. Oh, great. That is wonderful. B: So, A: Yeah. Well, Dallas, uh, we lived in Minneapolis. Uh, we moved here about ten months ago. And Dallas is pretty, uh, well, we live in north Dallas which is near a suburb called Plano. So we are out of the city, but uh, it is bad everywhere in terms of, uh, you know, the handgun situation, um, the number of rapes, the number of muggings."
SWBD-430,"A: And, uh, I don't know, it leaves a lot of time out for family and things like that. In other words, they just prioritize their lives differently. But I think that has a lot to do with economic situation. B: Yes. What about like as far as, uh, social changes in the individual?"
SWBD-431,"B: And, uh, granted some people need to be compensated if they have really been wronged, you know. A: Well, how do you feel about setting, like, well, for example, uh, or some incident where someone loses a limb. "
SWBD-432,"A: That most of it is plea bargained, uh, half way through or most of the cases are plea bargained anyway. B: Right. A: But, uh, uh, how do you feel uh, about the jury system itself?"
SWBD-433,"A: In Richardson, we're in Plano here. B: Oh, okay. A: I have a daughter in middle school, and, uh, I know there aren't very many, she has a few friends that have moms who are still at home,"
SWBD-434,"B: I think that probably was the difference in that game. A: Uh-huh. B: Because it really could have gone either way. Down to the end, you know. A:"
SWBD-435,"B: That's right. Well, even if it's not technical. If it's, uh, some social thing or whatever. It doesn't matter. If I am an expert in it, they usually make mistakes which makes me think I'm not expert in it. They're telling me lies. A: Yeah. Yeah. by mistakes, do you mean just like honest mistakes"
SWBD-436,B: and both of those seem very easy to use compared to D Base. A: Uh-huh. Do you think D Base is more flexible or allows you to do more.
SWBD-437,"B: But I think with the way the future is, um, economy wise, I don't think it's going to be realistic. A: I know. Unfortunately, that's probably true."
SWBD-438,"A: And, let's see, twenty years ago, I guess we were just beginning to get into what they were calling uh, the sex revolution uh after the pill B: Yeah. A: and, uh, uh, freed people up from worries about, uh, illegitimate pregnancy and, I guess in the seventies is the time when that was supposed to have exploded. Thirty years ago there was no pill. B: Uh-huh."
SWBD-439,"B: although in my case I might have been more, uh, sympathetic with the person who got caught, I don't know. A: Uh-huh.  So, uh, were the, uh, sentences that the judge handed out what you thought to be fair, or would,"
SWBD-44,"B: the best of every type of music. A: Right. B: Because, I mean, there are some, I mean, I li-, there are some, you know, types of heavy metal that I really like,"
SWBD-440,"A: Go ahead. B: Okay,"
SWBD-441,"B: Yeah, I think that, um, in the future, um, the family unit as it once was known, is going to be nonexistent. what do you think? A: About? B: That as far as do you think there's going to be still a family unit"
SWBD-442,"A: Then that would, yeah. B: it will bother me. A:"
SWBD-443,"B: I've driven through it several times. Uh, we skied California a bunch when we lived out there, uh, um, and, of course, we grew up in Minnesota, A: Uh-huh. B: and we do lot of cross country skiing there. A: Oh, yeah,.  Yeah, great."
SWBD-444,"B: Okay. Uh, generally I get, uh, you know, most of my news, uh, in the, you know, weekly magazines like TIME, Newsweek and, uh, US News and World Report. with occasional smatterings of, uh, you know, THE Wall Street Journal and, of course, the local paper. B: Uh-huh. A: But, uh, my only complaint is I really don't enough time to look at the articles every day and go through a paper, you know, exhaust the details. So that's why I concentrate on weekly magazines. B:"
SWBD-445,A: I think there really is. B: It's kind of an easy thing to talk about. A:
SWBD-446,"B: it is a lot of repeat crime. And you are like, why are they repeating? They should have been in there longer. Or, A: I know. And then you think, I mean, I mean, I can remember, I have not been out of school that long, but it has been at least ten years. And you think to yourself, was it that bad back then? Or is it just, I think that, like you said, television?"
SWBD-447,"B: Uh-huh. So, yeah, that's the thing is just to look at the school system in the area that you move into before you. A: Uh-huh. Of course we have a slight problem in that, uh, the number of the illiterate in America is mushrooming at this point, and, uh, you know, where our kids might be in a great school, we're still paying an awful lot of taxes for people who are on welfare and unemployment because they can't read, you know. B: Uh-huh. A: So. B:"
SWBD-448,"B: Yeah, I think that, um, in the future, um, the family unit as it once was known, is going to be nonexistent. what do you think? A: About? B: That as far as"
SWBD-449,"A: Oh, okay. uh, you ready to begin? B: We might as well. A: Oh, okay. Okay. B:"
SWBD-45,"A: Well, uh, it seems to me uh, that I do not know whether the jury system, uh,"
SWBD-450,"B: And yet, uh, I we-, I hope to see employer based, you know, helping out. You know, child, uh, care centers at the place of employment and things like that, that will help out. A: Uh-huh. B: What do you think,"
SWBD-451,"A: that's one difference. There really wasn't a lot of difference. B: I didn't, see I never even heard that there was a book tied in with that movie. That's interesting. That was a good movie, too. A:"
SWBD-452,"A: So, we're comparable. B: Yeah. A: As a matter of fact, I just paid my Richardson taxes because I live in Richardson and supplemented the Robin Hoods very thoroughly, I think. B: Yeah,"
SWBD-453,"B: Yeah, that's probably true. You know A: But, I think that's a small, uh, number could, B:"
SWBD-454,"B: But, then, you know, I think that some murderers don't really warrant capital punishment. You know, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them A: Uh-huh.  Uh-huh.  Right, uh-huh. B: and I don't think, that would really warrant capital punishment. A: Uh-huh,"
SWBD-455,"A: But, you know, I think that, um, we chose to have our official feelings hurt. B: Uh-huh. A: Where a lot w-, B:"
SWBD-456,"A: Sometimes you hear things on the radio that, you know, could be true or couldn't be. B: Uh-huh. A: Uh, do you feel like this is, I guess they're spending a billion or so a year on this AIDS research. B: Uh-huh. A:"
SWBD-457,"B: when you've lost something or uh, uh, don't have what other people have that's when you tend to realize, you know, what's out there and you know, what you have and what you don't have. A: Yeah I agree. B: So the original question,"
SWBD-458,"A: And now, uh, it's pretty much an economic necessity in most places for both parents to work. B: Do you think it's an economic necessity"
SWBD-459,"B: Oh, boy. He is tough, he has an incredible leg. A: He is.  Yes. B:"
SWBD-46,"A: It's depressing. B: Uh-huh, it is, and you know, you don't spi-, well. Speaking for myself I don't sleep as well, when I am not exercising, and uh, it's harder to get out of bed in the morning and all kinds of stuff, your body just gets used to it. Yeah, I don't particularly enjoy it. Well I used to lift weights an awful lot, and stuff like that. I do enjoy riding bike,"
SWBD-460,"A: And I haven't quite figured that out, if they figure they have got it won or if there's no real hurry because the first three quarters or, uh, uh, if something happens that that adrenalin starts flowing. They say, hey, we got to do something now. And then start playing the game the way the game should be played toward the last few minutes. B: Yeah. A: So, I don't know I'm looking for a good year. I guess we're always looking for a good year. B:"
SWBD-461,"A: Well, I don't know, uh, I have a hard time getting, uh, people on the telephone. B: Oh really. A: Uh-huh, getting through to anybody. Sometimes I call off and on all day, B: Huh. A:"
SWBD-462,"B: So I've never really cared. Now, what I was, you know, before I was married and before I went to graduate school, I used to do little sports car racing. it was never my own car A: Uh-huh. B: it was always someone else's. And that sort of thing I enjoy, but to go out and drive, uh, never has really had any appeal to me in that regard. A: Uh-huh. B:"
SWBD-463,"B: uh, but it's worked out for my family, to have my cake and eat it too, kind of thing. A: Yeah.  Yeah, that's a good deal. Where do you think this is going in the future,"
SWBD-464,"A: Okay. You know our family right now, uh, the most of it, there is only a few stragglers, uh, with any distance. There is one cousin out in Colorado, uh, uh, some cousins over in Phoenix, uh, I got a sister over in, uh, Washington State. Uh, the rest of them are within, you know, a couple hours drive. B: Well, uh, how do you all communicate? Like to plan it and every thing."
SWBD-465,"B: Uh, yes. It's about why there aren't more people that are voting and participating in... A: And what is your feeling?"
SWBD-466,"A: Yeah, thirty years ago I had a college job, uh, working as a programmer and we had to write code in binary and, uh, have it punched in on those little cardboard cards which, I don't think exists anymore. B: I know.  No. A: You never see one of those punch cards anymore. B:"
SWBD-467,"A: Yeah. The radio doesn't really have much news sometimes. The stations I listen to are just mainly music. B: Yeah, I think you pretty much have to listen to all news station to get any news at all. A: Yeah."
SWBD-468,"A: No, not really. I spends a lot of time with our income tax, though. especially, this year and last year. Um, I have been married for just a few years, so I've had to really switch around from the EZ form to the, uh, B: Schedule A. A: Right. B: Well, yeah. A: All the deductions and all that. B:"
SWBD-469,"B: Well, if you're from Iowa, you must be very artsy crafty. Everyone I've ever known from the Midwest can do everything with their hands. A: Oh, well, actually I'm from California and before then I was from Utah. So. B:"
SWBD-47,"A: uh I picked up a bunch of Craftsman tools from the forties that my wife's father owned when he was alive B: Uh-huh. A: and so I do have a band saw and a router and, uh, things like that out in the garage."
SWBD-470,"A: Yeah, it's interesting because, uh, we're just having conversation on this, uh, with a couple of people yesterday. And I was expressing my frustrations that, uh, so many problems, I work in a high school, are that kids don't have a degree of self-discipline which may be reflected in society at large. Uh, and you can't expect in a classroom for a particular course an hour a day to counteract, uh, sixteen or seventeen years of influence at home. B: Right. A: Um, and, it's seen more so because when you call parents up, many parents won't even recognize that there is a problem and they'll say, oh, well, my kid, I've never heard anything about this before. This is the first time there have been problems."
SWBD-48,"A: Right, they don't want anyone with particular experience or knowledge of the legal system. B: Exactly.  Uh-huh, exactly. Uh, A: And they tend, and since anyone can get out of it who basically says they don't want to do it, I mean, you know, it's anyone can get out of jury just about, uh, so, uh, it's not really my peers that, let's say I were arrested falsely or not and put up for a jury"
SWBD-49,"A: Uh-huh. Yeah, my wife's from the western part of Virginia, we've been down the parkway a lot, but I didn't know how much camping areas there were along there. B: I think there's quite a few."
SWBD-50,"B: Yeah, it is. A: For instance, B: I'm a historian, and my father had kept them, I think, since nineteen twenty-seven uh, but he burned the ones from twenty-seven to fi-, A: My goodness. B:"
SWBD-51,"B: And they may have some different idea, I mean, it might be more important for them to put a sentencing down that was, uh, longer, you know, that the punishment didn't fit the crime. Or not long enough or, you know, whatever the case may be. A: Uh-huh.  Yeah. B: I think the judges do have that better knowledge of it. The only thing I worry about sometimes is if you get somebody in there that has a name, that is the defendant and, you know, sometimes, might have more pull, which does happen. A: Uh-huh. B:"
SWBD-52,"A: I mean, it looked darker to him, because he was in the house with the lights on. B: Right. A: When I was out walking, it, was more of a predawn type, pretty, but, huh-huh,"
SWBD-53,"A: That's the other thing. I mean a lot of people as kids or, you know, young people get into some things that they get out of later on and I don't think they should really have to pay for that forever. B: Yeah. There's a lot of things you do as a kid that you wouldn't do as an adult A: Yeah. B:"
SWBD-54,B: not going to help. It's never helped my personal situation.
SWBD-55,"B: What you want. where do they get it?. A: Well, I don't know, I guess they don't have it at home, B:"
SWBD-56,"B: so there's only been really one working. A: Uh-huh, same here. Uh-huh. B: And, uh, it works for me"
SWBD-57,"A: they can be selective, right. B: And they, that's right, they have the ability to be selective."
SWBD-58,"B: it would get snatched right off your arm. A: that's true. But I was thinking boy, in Dallas, if somebody asked me if there were places you wouldn't go by yourself at night, I'd have to set them down for about five or ten minutes to list all the places out. B: Oh sure. A:"
SWBD-59,"A: And that didn't help at all? B: No, I don't, the crime is not any better or any worse, I mean it's, A: Huh. B:"
SWBD-6,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, "
SWBD-60,"B: Well, that's kind of the way I feel about rock and roll sometimes, too, I guess. They don't really, has kind of the same sound over and over, and the other thing I don't like about it is they have a tendency to play the instrumental so loud that you can't understand what the lyrics are A: Um. Right. B: you can't understand what they're saying on some of those songs which probably is just as well on some of them, too. A: Yeah."
SWBD-61,"A: so I watch the fish, you know. Whatever I can do to keep myself occupied. I like to have the TV on, because that usually keeps me, um, more occupied. It kind of takes the time away and I don't realize, that's really the only time I ever watch TV, is when I'm on the bike. and then usually after I'm done riding the bike, just to cool myself down, I usually take a walk, you know, and that just kind of uh, gets me, you know, to where I'm not quite as tired I guess. But it's definitely a task. B: You think so? A:"
SWBD-62,"A: Yeah. Wouldn't that be awful if you were using, and oh, lose your job and everything. B: Which I thought was interesting.  Oh, man, yeah.  Ooh, yeah. A:"
SWBD-64,"B: That's right, and then they, uh, poof it off, you know, do like Tarpley. A: Yeah. B: But, uh, I"
SWBD-65,"A: Yes, yes it is. Down in the more southern and western areas. And, of course we are, um, about two hours from the northern border, straight south, B: Yeah. A: and, uh, very windy."
SWBD-66,"B: But, uh, A: Yeah, well, you know, the call for help is what scares me now because it just, I don't know, people just don't, I don't know,"
SWBD-67,"B: Yeah. I understood that. you know, I work full time and I have two kids so my spare time usually involves something with the kids. A: Yeah. B: You know, hobbies,"
SWBD-68,"A: But, no it would seem like it would be the same way on the California coastline, wouldn't it? B: Oh, gosh, I think I would hate to live in California, the smog there. A: Uh-huh. B:"
SWBD-69,"B: No, it was, I didn't like the way it ended. A: I know, well the only reason I know why it ended is on Arsenio Hall one night, Christopher Reeves told, that, you know, B: Uh-huh. A:"
SWBD-7,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:"
SWBD-70,"B: Yeah. Those are pretty. A: Number one turned out just great,"
SWBD-71,"B: Uh-huh, exactly, not what color you are, how old you are, what you're male or female. That would be wonderful, I guess it's kind of an ideal world though, huh. A: Yeah, I kind of think, maybe in time, that, you know, you'll go by social security numbers, you know, B: Yeah. A:"
SWBD-72,"B: So it's A: Yeah. B: definitely but, uh, I don't know."
SWBD-73,"A: So you know, and I think it would be very difficult to uh, find a panel that would not have seen it and known of what was going on. B: Oh, I agree with you"
SWBD-74,"B: But I know some people can get, you know, carried away with them and let them get out of hand. A: Uh-huh.  It's really easy, just to forget, you know, that you charged that or charged that. I try to keep all my receipts and keep them in someplace where I know that the bill's going to come, but sometimes I forget and so, you know, a bill will come in"
SWBD-75,"A: That is the reason, I don't play over there. B: Yeah. A: I like the course, but I don't play over there because, they don't, uh, you know don't allow you to pull a cart. B: Right. A:"
SWBD-76,"B: Yeah. they own you or, you know, grant you with you their presence, you know. A: Yeah, right.  Yeah. Right. That, yes, we're supposed to appreciate them. Well, uh, when I come home in the evenings, my dog greets me at the door."
SWBD-77,"A: Okay. Uh, one of the things they talked about was, uh, what do we think about a judge making the decision? B: Uh-huh. A: And I really don't agree with that. I think that the trial by jury is better, uh, you know, having a unanimous decision rather than to have one person be responsible."
SWBD-78,"B: I do not know. I wonder where he gets it? You know, you must, I think TV is bad. Because they, uh, show all sorts of violence on, A: That and I do not think a lot of parents, I mean, I do not know how it is in the Air Force base. But, uh, I just do not think a lot of people, because of the economy, both need to work, you know."
SWBD-79,"A: Highland Park's thinking about going that route. B: Uh-huh. A: So it, and then I think that's going to push teachers to dress a lot more professionally than they do. B: Yeah,"
SWBD-8,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,"
SWBD-80,"A: Now the part about where you said the apartment complex puts up signs that says no soliciting, I've even gone so far as to put that, I've got a storm door on the front of the house and I've put, in, I don't know how much clearer it can be, it's a red sign with silver letters saying no soliciting. I guess I should make another one that says religious or otherwise, cause I still get, B: Yeah, yeah, that's true, yeah. No I didn't go that far but, uh, yeah I probably could do the same thing, uh, you know, I don't have a storm door, but I'm sure I could rig up something."
SWBD-81,"A: Do you think the jury should have a dollar figure for losing an arm, a dollar figure for losing different body parts? B: I don't know. You know some of the health insurance is written that way. You know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much"
SWBD-82,"B: No, I always vote. A: Well, I have absentee voted in, uh, New Hampshire, and it is a fairly complicated process where you have to go pick up the ballot. B: Oh, really. A:"
SWBD-83,A: That's true. B: And they're going to be really struggling
SWBD-84,"B: But I like dogs and my husband likes cats. So we haven't reached a real agreement on that yet. If we get a place where we can have both, it'll be great, but until then, A: Yeah, I like both,"
SWBD-85,"A: I mean, I guess, uh, out of all the movies, I've never been as excited to go back. I was ready to go back and see it again, you know B: Really. Yeah, yeah, you're right about that, but that's really like an all time classic."
SWBD-86,"A: Okay. Well, let's see, well, we keep our paper bags lined up in the garage for glass and, uh, plastics and, uh, we make the dump over to the Wal-Mart bins there as soon as they're full. I guess we collect milk cartons and whatever other plastics are acceptable. B: Are you in the part of town where, uh, they have gotten into the other containers yet for recycling? A: No, no,"
SWBD-87,"B: he refuted it, it just was not effective enough to... A: Well, he didn't refute it til the last two weeks of the campaign. He didn't believe anybody would believe that. And indeed his trend started upward. B:"
SWBD-88,"B: So, she tried to enter her number and it wouldn't work so she said, whew, it's for you. But, uh, you know, I don't know, I struggle with it,"
SWBD-89,"A: Yeah, I think that's what aggravates a lot of people, is somebody does get a life sentence in place of the death penalty, and they wind up back on the streets after five years or six years or like the kid on the news tonight out in Mesquite who was out in six months.. B: Uh-huh. Yeah, it's just our criminal system is just so, I guess, overloaded, but the problem is not so much with the prison system, you know, I mean, because the cops are out there doing their job enforcing the laws, and the prison system are just, you know, they're trying to cope with them, but, you know, the thing about capital punishment I, you know,"
SWBD-9,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:"
SWBD-90,"A: No, it doesn't. B: And, of course, your court system when you get into the appeals,"
SWBD-91,"A: You know, once it rains a little bit, it's filled up and everything else just runs off, B: Uh-huh. A: you know. B: Yeah. San Antonio has that same problem when the rains come. it's a complete mess, everything floods, all the under passes. A: Yeah. B:"
SWBD-92,"A: The last one I saw was Dances With The Wolves. B: Yeah, we talked about that one too."
SWBD-93,"A: I mean I've never seen them do it without hose, I mean they always have hose on, but still, they're shorts, I don't care what you say, they're shorts. B: Well I think TI's dress code is pretty lax considering everything, anyway, you know, uh. A:"
SWBD-94,"B: And she got kind of fearful of being on her own. She never really ate very well. It was one thing. She hardly ever took care of herself A: Yeah. B: and she didn't eat. She ate very poor so I think she was, you know, bad, uh, nutrition on top of it. And, uh, she got to the point she didn't want to alone anymore. So, A:"
SWBD-95,"A: That's okay. B: Uh, yeah, this is, the, uh, mutual defense thing was, uh, we, it was complicated,"
SWBD-96,"A: I mean, that's some-, and when we pay garbage men more than we pay teachers, B: That's wrong. A: Yeah, gosh, I mean, B:"
SWBD-97,"A: or you know, it doesn't seem that it's going to make much of a difference. B: Uh-huh. It, I mean, I don't know,"
SWBD-98,"B: Well, I was never there for any sentencing. Uh, I finally got empaneled on one case, uh, on my next to the last day, and, uh, we got into the, uh, jury room to, uh, decide the case, and there was one guy on the jury who announced to everybody that he didn't need to deliberate, because he'd already decided that the guy was, uh, not guilty, and he would never vote for guilty. A: Huh. B: So, uh, they appointed me jury foreman"
SWBD-99,"B: And the tanks came in and, you know, pretty much took care of that. A: Exactly. B: And, A: Yeah, uh, that, personally I don't see as Gorbachev as being maybe a threat, and I think he's actually, honestly trying to do some change. B: Uh-huh. A:"
WSJ-1,"Lucy, of course, is pretty and smart, though uneducated. Everyone falls in love with everyone else."
WSJ-101,"The distributor is R.R. Bowker, New York.  suspect sales ads are challenged by the Better Business Bureau of Metropolitan New York."
WSJ-102,"And even after losing a spouse, more of the elderly are staying independent. A new Census Bureau study of the noninstitutionalized population shows that 64% of people aged 65 to 74 were living with a spouse in 1988, up from 59% in 1970."
WSJ-103,"So far, however, Sony hasn't been willing to meet its considerable financial demands.  Mr. Guber and Mr. Peters don't have much to gain from a protracted battle."
WSJ-105,"``Maybe I'm a little stuffy, but I wouldn't sell them,'' sniffs Bob Machon, owner of Papa's Sports Cards in Menlo Park, Calif. ``Who knows how much they 'll be worth 100 years from now?''"
WSJ-106,"Chiron, another pharmaceutical concern, is based in Emeryville, Calif.  Connaught is a biotechnology research and vaccine manufacturing concern."
WSJ-107,"``It's the total relationship that is important.'' The total relationship, as Mr. Lee sees it, is ``the flow of dollars to the U.S. to fund the deficits, the investments the Japanese are making in the U.S. in order to satisfy American demand that American products consumed in America should be made as much as possible in America by Americans with Japanese technology and capital.''"
WSJ-108,"These stem from a two-year federal investigation of insider trading and securities fraud on Wall Street.  Ohio, the District of Columbia, Tennessee and Illinois have been less resistant to Drexel than the other six states, but nonetheless have refused to settle so far, say those familiar with the discussions."
WSJ-11,"The statement by Islamic Jihad, which holds at least two U.S. hostages, was accompanied by a photograph of Associated Press correspondent Terry Anderson, longest held of 18 Western hostages. The Treasury Department said S&Ls reject blacks for mortgage loans twice as often as they reject whites."
WSJ-110,The notion that tracking is somehow ``undemocratic'' is absurd.  The purpose of education is to encourage young men and women to realize their full academic potential.
WSJ-111,"Twenty percent don't even feel they are financially well off. Many of the affluent aren't comfortable with themselves, either."
