uID,Target
SWBD-8,"if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,"
SWBD-80,But you know I don't think that that would stop people.
SWBD-81,"but I don't know that you can necessarily put a value on somebody's limb, uh, arbitrarily that is always going to fit in all cases."
SWBD-82,"I do not say that it is that complicated,"
SWBD-83,and I don't think that America is currently the type of environment where struggling up from the bottom is necessarily considered to be good.
SWBD-84,"but since I'm in an apartment, I don't think an apartment is big enough for a dog."
SWBD-85,"I mean, I don't think anybody could ever beat that."
SWBD-86,I didn't think that anybody had those at all yet.
SWBD-87,"Well see, I didn't believe anybody would believe that either."
SWBD-88,"but I really think that in terms of like this, I think that it might not be such a bad thing. Because, I don't know that anybody would feel good, you know, like if you let someone like that loose in your community."
SWBD-89,"a lot of people don't think it would be a deterrent, uh, to future crime,"
SWBD-9,"even if you know that the threat is there it's against the law to set traps,"
SWBD-90,I don't believe criminal is in a court by itself.
SWBD-91,I didn't realize that Dallas had that same problem.
SWBD-92,"And he said he didn't think it should have gotten all those awards,"
SWBD-93,"I didn't know that EDS has a very strict dress code,"
SWBD-94,"So often I think though, elderly people don't realize that their diet is that bad."
SWBD-95,and I don't think everybody knows the whole situation.
SWBD-96,"I'm not saying that garbage men should be paid less,"
SWBD-97,I don't think George Bush will make the American people happy with ninety-seven cents a week.
SWBD-98,"and I, uh, didn't think that, uh, going in without deliberating allowed us to reach a verdict,"
SWBD-99,"But I don't believe that he, in this first pass around, you know, being the first one to really turn things around or attempt to is going to be allowed to get away with it either."
WSJ-1,"There is some pain, when Lucy has the baby and ``didn't know she would feel like this'' and wants to keep the baby."
WSJ-101,The bureau found that only two of six New York furniture stores could prove their presale prices were higher.
WSJ-102,"This doesn't mean they're less likely to live alone, however."
WSJ-103,"Sony, for its part, could decide that the cost of a Warner settlement or court fight is too high, choosing instead to find someone else to run Columbia, although that too would be costly given the financial arrangement already guaranteed to Mr. Guber and Mr. Peters."
WSJ-105,And Mr. Smalling doesn't believe they're worth all that much now.
WSJ-106,"Institut Merieux's bid for Toronto-based Connaught has run into problems with the Canadian government, which told Merieux last week that it wasn't convinced that the proposed acquisition would be of ``net benefit'' to Canada."
WSJ-107,"Japan's recent political turbulence, Mr. Lee said, may mean Japan will slow market adjustments."
WSJ-108,"Drexel says it doesn't expect any of its state brokerage licenses will be revoked, and even if some are, its securities business wouldn't be directly hurt."
WSJ-11,"The department's Office of Thrift Supervision said that doesn't necessarily mean thrifts are biased, but conceded that it doesn't have data about applicants to determine why blacks are rejected more often."
WSJ-110,No one in his right mind actually believes that we all have an equal academic potential.
WSJ-111,About 40% don't feel they're more able than others.
WSJ-112,This doesn't necessarily mean larger firms have an advantage; Mr. Pearce said GM works with a number of smaller firms it regards highly.
WSJ-114,But he said this doesn't mean he is satisfied with the market's big swings.
WSJ-115,We may all hope that California's voters will heed the scientific realities that their own university's renowned Prof. Tom Jukes provides them and ignore the charlatanry profferred by their ``wealthy Hollywood weepers.''
WSJ-116,"George Bush, for example, may decide that he doesn't want to be the President who lost control of interstate commerce to an attorney general from California."
WSJ-118,An Eastern spokesman said he doesn't expect that the arbitrator's ruling ``will have any overall material effect on the company's strategic plan.''
WSJ-12,"Isn't it reasonable to assume that the asset you own would be worth more if the government suddenly announced that if you sold it, you would be able to keep 30% more of its gain than you previously believed?"
WSJ-120,"Mr. Robinson of Delta & Pine, the seed producer in Scott, Miss., said Plant Genetic's success in creating genetically engineered male steriles doesn't automatically mean it would be simple to create hybrids in all crops."
WSJ-121,Maybe he thinks they should also sell to the highest bidder.
WSJ-122,"Apparently, the respondents don't think that an economic slowdown would harm the major investment markets very much."
WSJ-123,Mr. Cheng says the low margin required for trading futures attracted a lot of small investors before the 1987 crash who didn't realize that their risk was virtually unlimited.
WSJ-124,"With fast-food outlets on every corner, he, like many, doesn't think he has a choice in the price war: ``Our customers say that they won't go into a fast-food store unless they get a coupon.''"
WSJ-127,"The market's attention is especially focused on a preliminary report on the U.S. third-quarter gross national product, due out Thursday, which could show the economy is continuing to expand at a relatively brisk pace."
WSJ-128,"But in federal court in Manhattan, Judge Patterson said the FBI records could show that Mr. Ferguson's arrest was the result of questionable legal practices."
WSJ-129,"One might think that the home fans in this Series of the Subway Called BART (that's a better name for a public conveyance than ``Desire,'' don't you think?) would have been ecstatic over the proceedings, but they observe them in relative calm."
WSJ-13,"The ministry has never even suggested that Japanese banks be cautious about leveraged buy-outs in general, Mr. Utsumi said."
WSJ-130,"On the other hand, the machinists have always opposed majority ownership in principle, saying they don't think employees should be owners."
WSJ-131,"But Mr. Boesel of T. Rowe Price, who also expects 12% growth in dividends next year, doesn't think it will help the overall market all that much."
WSJ-132,Does the Journal really believe that people ignore the prospect of having a substantial part of their capital confiscated when they decide whether to save or how to invest?
WSJ-133,"Certainly, the recent drop in prices doesn't mean Manhattan comes cheap."
WSJ-135,But of course the market could decide that the firm's capital stock -- its assets -- means nothing if the firm is not producing profits.
WSJ-136,"FileNet said it doesn't believe the state has a valid basis of default and is reviewing its legal rights under the contract, but said it can't predict the outcome of the dispute."
WSJ-14,"Within the alliance it is supposed to act as a balancing force, guarding against excessive control by government or abuse of its economic position by business, for either could result in a deterioration of its living standards (under the new resolutions, workers councils may demand that a cooperative be closed or its prices be reduced)."
WSJ-15,Who 'd have thought that the next group of tough guys carrying around reputations like that would be school superintendents?
WSJ-17,"When Disney offered to pay Mr. Steinberg a premium for his shares, the New York investor didn't demand the company also pay a premium to other shareholders."
WSJ-18,"But a few experts, going against the consensus, don't think bonds would help investors even if a recession is in the offing."
WSJ-19,Warner obviously doesn't think that it is in its own interests to let Mr. Guber and Mr. Peters go off to Columbia.
WSJ-2,I'm not suggesting that the producers start putting together episodes about topics like the Catholic-Jewish dispute over the Carmelite convent at Auschwitz.
WSJ-21,"If managers fear that the overall stock market will fall, but want to continue owning stocks, they can hold on to specific stocks and sell a corresponding amount of futures contracts."
WSJ-24,"If gold stocks and utilities continue to lead, it may signal that the market is in for rough times."
WSJ-25,"Yet the Soviet leader's readiness to embark on foreign visits and steady accumulation of personal power, particularly since the last Politburo reshuffle on Sept. 30, do not suggest that Mr. Gorbachev is on the verge of being toppled; nor does he look likely to reverse the powers of perestroika."
WSJ-27,But that doesn't mean Mr. Guber and Mr. Peters might not eventually get their hands on some of their projects; studios develop hundreds of movies but produce only 10 to 20 each year.
WSJ-28,"Mr. Boren doesn't think all this influenced the failed coup this month, but he does concede that Congress has made mistakes."
WSJ-29,"But that does n't necessarily mean thrifts are discriminating against blacks , the agency said . "
WSJ-30,"Network officials involved in the studio talks may hope the foreign influx builds more support in Washington, but that seems unlikely."
WSJ-31,Do they really believe that the number is just for verification and is simply a formality on the road to being a grand-prize winner?
WSJ-32,"A pitched battle could mean Jaguar would fetch # 10 ($16.02) a share, or about # 1.8 billion ($2.88 billion), several analysts believe."
WSJ-33,Must it now accept that one of its strongest allies blames it for the genocide of another people?
WSJ-34,"A Coors spokesman said the company doesn't believe the move will further increase William Coors's influence or reduce the influence of Jeffrey Coors, Peter Coors or Joseph Coors Jr., who run the company's three operating units."
WSJ-35,"Isn't it reasonable to assume that the asset you own would be worth more if the government suddenly announced that if you sold it, you would be able to keep 30% more of its gain than you previously believed?"
WSJ-36,"No notification was ever considered, officials said, apparently because the U.S. didn't think the coup plotters intended to kill Mr. Noriega, but merely sought to imprison him."
WSJ-37,"South Korean government officials said they don't expect that Seoul can loan money to Warsaw, but it can ``offer experience.''"
WSJ-38,That the motivation for the two-year reduction to 19.6% is budgetary does not mean it is not in the public interest.
WSJ-39,People who paid a premium for standard CDs purchased on the secondary market could also find that those premiums aren't insured if the institutions that issued the CDs failed.
WSJ-41,But that doesn't mean ``half of the students attending Berkeley'' will be admitted this way.
WSJ-42,"Still, this doesn't mean that either the government or the ANC is changing stripes -- or that either has moved significantly closer to the other."
WSJ-43,Others said the Bush administration may feel the rhetoric on both sides is getting out of hand.
WSJ-46,But the partners didn't believe the market for the systems was developing as rapidly as they had hoped.
WSJ-47,Mrs. Marcos hasn't admitted that she filed any documents such as those sought by the government.
WSJ-49,"Trouble was, nobody thought they looked right."
WSJ-50,"However, that doesn't mean they can benefit from the vaccine."
WSJ-51,"Robert Dow, a partner and portfolio manager at Lord, Abbett & Co., which manages $4 billion of high-yield bonds, says he doesn't think there is any fundamental economic rationale for the junk bond rout."
WSJ-52,"Perhaps Mrs. Thatcher understands better than those distressed at her style that ultimately history and Britain's voters will decide who is right about Europe, sanctioning South Africa or running Britain's economy."
WSJ-53,But he noted that speculators apparently don't believe there is much more of a decline in store for cocoa.
WSJ-54,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world."
WSJ-55,"He suggests, for example, that investors may have assumed that just because UAL couldn't get financing, no leveraged buy-outs can get financing."
WSJ-56,"Mr. Van de Kamp and his allies may be hoping that the environment is such a mom and apple-pie issue among certain segments of California's population now that almost any collection of anti-scientific, anti-pocketbook nonsense can pass under its rubric."
WSJ-57,"There are no easy choices in Cambodia, but we can't imagine that it benefits the U.S. to become the catalyst for an all-too-familiar process that could end in another round of horror in Cambodia."
WSJ-58,Does this signal another Black Monday is coming?
WSJ-59,"It is a market order that allows floor brokers to take more time to buy or sell an investment, if they think they can get a better price by waiting."
WSJ-60,"Still, analysts said the accord doesn't suggest Japan is opening up to more foreign takeovers."
WSJ-62,"As members of the Black Caucus in Congress asked during the debate on the legislation that freed Dr. Morgan, does anyone seriously believe that if she were an uneducated, black, working-class woman, Congress would have rushed to pass a private relief bill freeing her?"
WSJ-63,It will be hard down the road to persuade Congress to approve money for SDI plans if lawmakers fear those plans could scuttle a completed treaty.
WSJ-64,"Or perhaps Wall Street, when it has suffered enough, will realize that finance is a service industry, and change its ethos."
WSJ-65,But he has not said before that the country wants half the debt forgiven.
WSJ-67,Mr. Panet-Raymond said he doesn't think Messrs. Drabinsky and Gottlieb are ``anywhere close'' to arranging financing and that investors will need a solid offer before the stock begins to rise again.
WSJ-68,"Apparently the officials didn't even know the mural was missing until 1980, when a researcher found that the painting was in Mr. Hoelzer's studio and questioned school officials about it."
WSJ-69,"We expect a choppy and sloppy market for a short period, but we don't think it will be ugly."
WSJ-71,"As a fan of older movies from the 1920s on, I do not find modern comedies contain violence, sex and foul language to any greater degree than other recent movies."
WSJ-72,Takeover stock traders were puzzled by the Reliance filing and cautioned that it doesn't mean Mr. Steinberg will definitely seek control.
WSJ-73,Dr. Blumenfeld says he doesn't remember the paragraph about premiums in the fact sheet he received and didn't realize part of what he paid was a premium.
WSJ-75,"Despite the proliferation of tourist distractions, Las Vegans haven't forgot that gambling is still what the town is all about."
WSJ-76,Is an American Secretary of State seriously suggesting that the Khmer Rouge should help govern Cambodia ? 
WSJ-77,Under a microscope he could actually see that a bit of chromosome 13 was missing.
WSJ-78,And we certainly do not believe that Mr. Gorbachev or any of his emissaries yet deserve to have the West take their word for it.
WSJ-79,Richard Breeden had n't noticed that his new desk had just four telephone lines and one phone .
WSJ-80,"Mr. Bakes declined to give out Eastern's daily losses, but said he didn't expect Eastern would have to dip into the cash from asset sales currently held in escrow."
WSJ-81,"The bank, which has loss reserves equal to about half its long-term and medium-term loans to less-developed nations, said it doesn't think additional reserves are required."
WSJ-83,"Even if it is assumed that productivity rose no more than half as quickly in the rest of the nonbusiness sector, this Labor Department estimate indicates a downward bias in the real GNP estimates of 0.2 percentage point a year, on average."
WSJ-84,"Although the half-hour situation comedy seen Mondays at 9:30 p.m. Eastern and Pacific time isn't a candidate for cancellation, it is slated for fine-tuning and by next week the network may announce ``Teddy Z'' is moving to 8:30 p.m. from its 9:30 time slot, replacing ``The People Next Door,'' which became the first network show to be canceled this season."
WSJ-85,Do you think the British know something that we don't?
WSJ-86,"The Tax Court didn't believe that the Rubins, who earned $65,619 in their regular jobs, treated the sideline as a real business and derived ``merely incidental elements of recreation and other personal pleasure and benefits'' from it."
WSJ-87,"I visited a lot of major Japanese manufacturers, but I never felt I would want to be employed by any of them."
WSJ-88,"Analysts said they don't think it is contemplating a takeover, however, and its officials couldn't be reached."
WSJ-9,"But if defendants can prove that they met San Francisco's stringent building codes, ``that's probably going to protect them,'' Mr. Ruvolo says."
WSJ-90,It might be feared that even thinking about lower budgets will hurt national security because the door will be opened to opportunistic budget cutting by an irresponsible Congress.
WSJ-91,"But he says he didn't understand he was buying the CD on the secondary market, and he contends his broker never fully explained the risks."
WSJ-92,I don't think anyone left the place whistling Dixie.''
WSJ-93,"And, says Mr. Dinkins, he didn't know the man his campaign paid for a get-out-the-vote effort had been convicted of kidnapping."
WSJ-95,Twenty percent don't even feel they are financially well off.
WSJ-96,This does not mean that the Federal Reserve does not already play an important indirect role in the stock market.
WSJ-97,"In a letter, prosecutors told Mr. Antar's lawyers that because of the recent Supreme Court rulings, they could expect that any fees collected from Mr. Antar may be seized."
WSJ-98,"And although Warner has said it wanted the producers to fulfill the terms of their contract, the producers said in sworn court declarations that they didn't believe the relationship could be repaired after the acrimony of the legal battle."
WSJ-99,"Mr. Cooperman sees this as a good time to pick up bargains, but he doesn't think there's any need to rush."
