Index|Label|First piece|Gold|Prediction|Mistral
718||By strange coincidence I've started to watch this move straight after Brice de Nice and the good thing was that not many movies could be worst than Brice de Nice, so I was really|"looking forward for something better which would make me forget this horrible flop.<br /><br />Unfortunately OSS-117 again left me disappointed - I don't know, maybe it's just problem with translations, but since ""Diner de Cons"" I haven't seen ANY French comedy that I would call really good. Even when I look at the reviews on IMDb only people from France are giving the OSS-117 high notes...<br /><br />For me this movie didn't really work - in some parts is as funny as real Bond movies, in others jokes were a little bit too predictable or too corny."|looking forward to this one. I was not disappointed. The movie is about a young man who is in love with a girl who is in love with a guy who is in love with a girl who is in love with a guy who is in love with a girl who is in love with a guy who is in love with a girl who is in love with a guy who is in love with a girl who is in love with a guy who is in love with a girl who is in love with|"No (not a match) 
        Note: The candidate text does not match the reference text in terms of content, structure, or language. The"
719||After huge budget disaster films set in America like The Day After Tomorrow and Deep Impact, it was refreshing to see something on a smaller scale like Flood.<br /><br />Using mainly unknown actors and actresses and actually focusing on England it was a welcome change of pace|to seeing The Empire State Building being demolished.<br /><br />However, this is not a strong film on any basis. Whilst being fairly shocking seeing all your favourite London landmarks being demolished by a very fake CGI storm surge, Flood doesn't really deliver on anything else.<br /><br />The performances are bland, being saved from the pit of hell by David Suchet and his refreshingly calm performance as the Deputy Priminister. He is perhaps a little too calm for what is going on in the film, all that fake water gushing around London must have made him pretty annoyed.<br /><br />It is understandable that the effects weren't going to be as good as TDAT and DI, but the CGI was at best, average.<br /><br />Bland, disappointing and sometimes even tiresome. Watch it if you must, but watch something else straight afterwards.|. The film is set in the near future where a massive storm hits London and the rest of the UK. The film follows the story of a young couple who are trying to survive the storm and the aftermath of it. The film is a little slow at times but it is a nice change of pace from the usual disaster films that are out there. The film is not a masterpiece but it is a nice change of pace and it is worth a watch. The film is not a masterpiece but it is|"Yes (near-exact match) 
        Note: The candidate text is a near-exact match of the reference text in terms of sentence structure,"
720||I watched this film awhile ago and the only thing i can remember about the film is how absolutely horribly outstandingly bad it was its definitely in my top 5 worst films i|have ever seen.And to think i had to persuade my mates to get this film out at the video shop,my reputation has been shot to bits because of this film will my mates ever trust me again?i doubt it,they always say don't judge something by its cover,they were right when i saw the cover to skins/gang boys i thought wow this looks great as it had a load of skin heads on the front cover running riot with metal bars.Don't WATCH THIS FILM.i can't think of anything else to say the acting is bad the story is bad its just bad.|"have ever seen and i would not recommend it to anyone who likes films. 
            CONTINUATION: The film is about a group of people who are on a boat and they are all going to die and they all have to make a decision about who is going to die and who is going to live and they all have to make a decision about who is going to die and who is going to live and they all have to make a decision about who is going to die and who is going to"|"No (not a near-exact match) 

        Example 6:  
        Reference Text: The 2019-2020 season of the"
721||"Critics are falling over themselves within the Weinstein's Sphere of Influence to praise this ugly, misguided and repellent adaptation of the lyrical novel on which it's based. Minghella's ham-fisted direction of the egregiously gory and shrill overly-episodic odyssey is one of the many missteps of this ""civil-war love story"". Are they kidding? After Ms. Kidman and Mr. Law"|"meet cute with zero screen chemistry in a small North Carolina town and steal a kiss before its off to war for Jude and his photo souvenir of the girl he left behind, it's a two hour test to the kidneys as to whether he will survive a myriad of near-death experiences to reunite with his soulmate. Who cares? Philip S. Hoffman's amateurish scene chewing in a disgusting and unfunny role pales to Renee Zelweger's appearance as a corn-fed dynamo who bursts miraculously upon the scene of Kidman's lonely farm to save the day. Rarely has a performance screamed of ""look at me, I'm acting"" smugness. Her sheer deafening nerve wakes up the longuers for a couple of minutes until the bluster wears painfully thin. Released by Miramax strategically for Oscar and Golden Globe (what a farce) consideration, the Weinsteins apparently own, along with Dick Clark, the critical community and won 8 Globe nominations for their overblown failure. The resultant crime is that awards have become meaningless and small, less powerful PR-driven films become obscure. Cold Mountain is a concept film and an empty, bitter waste of time. Cold indeed!!!"|'s first meeting in the opening scene, they are never seen together again. The film is a series of flashbacks to the days before the war, and the days after the war. The flashbacks are a series of scenes that are not particularly well-acted or well-directed. The scenes after the war are a series of scenes that are not particularly well-acted or well-directed. The film is a series of scenes that are not particularly well-acted or well-directed. The film is a series|No (not a near-exact match)
722||One would think that with the incredible backdrop of WWII Stalingrad that the writers would come up with a script. Nope.|There is NO story here! It's like porn, vignettes of violence interrupted by pathetic, rote, and meaningless dialogue.<br /><br />A bunch of Germans march around shooting and getting shot. Slowly there are fewer Germans to march around, shoot, and get shot. Then there are no Germans to march around, shoot, and get shot.<br /><br />Pretty bad.<br /><br />Chilcoot|The film is a collection of scenes that are loosely connected by a few characters. The film is a collection of scenes that are loosely connected by a few characters. The film is a collection of scenes that are loosely connected by a few characters. The film is a collection of scenes that are loosely connected by a few characters. The film is a collection of scenes that are loosely connected by a few characters. The film is a collection of scenes that are loosely connected by a few characters. The film is a|"Yes (near-exact match) 
        Note: The candidate text is a near-exact match of the reference text, but with some minor variations"
723||I'm not a big fan of musicals, although this technically might not qualify as a musical. But I thought I would give it a chance as I love war movies. It was mediocre at best.<br /><br />Hudson seems totally out of kilter in this role. It just didn't work for me. Julie|Andrews probably played her part as best as she could, but I just find it hard to buy her as a conniving, deceptive spy. Sorry, I know that is classic stereotyping on my part. But I have to say I think this is Julie at her most beautiful and feminine looking. I always thought of her as more matronly, but then surely that's a result of her roles in Sound of Music and Mary Poppins. No doubt they were desperately trying to get her out of that typecasting in this role. She was quite beguiling in appearance here, but I still didn't buy her as a spy.<br /><br />I couldn't keep my focus through the whole movie and found myself tuning in and out - and having conversations with those in my room (which I usually never do - I'm always shushing everybody). So that tells you how little it held my attention. Don't waste your time!|Andrews is a bit too old to be playing a teenager. The story is a bit too far fetched. I just didn't like it. I would not recommend it. I give it a 2 out of 10.|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, tone, and"
724||This is one of the more unromantic movies I have ever seen.<br /><br />Casting: Richard Gere is just too old looking for romantic lead roles anymore. Diane looks|a bit eager to please and frowning as usual but she seems unconvinced by the romance herself. Supporting cast not too memorable.<br /><br />Story: The medical drama he has to deal with is unconvincing and is not interesting. The story is weak - not enough happens to make a movie about. There is nothing new to say or no new way to say it here. <br /><br />The setting is a little bleak and the house it is set in is unattractive. <br /><br />NOT destined to be a great one to remember.|great, but she is too old for him. I think the movie would have been better if they had cast a younger couple. The movie was very slow and boring. I think the movie was trying to be a comedy, but it just didn't work. I think the movie was trying to be a drama, but it just didn't work. I think the movie was trying to be a romance, but it just didn't work. I think the movie was trying to be a comedy, but|"No (not near-exact match) 
        Note: The candidate text is not a near-exact match because it does not share the same sentence"
725||"Years ago, when DARLING LILI played on TV, it was always the pan and scan version, which I hated and decided to wait and see the film in its proper widescreen format. So when I saw an inexpensive DVD of this Julie Andrews/Blake Edwards opus, I decided to purchase and watch it once and for all.<br /><br />Boy, what a terrible film. It's so bad and on so many levels that I really do not know where to start in describing where and when it goes so horribly wrong. Looking at it now, it's obvious to any fans of movies that Blake Edwards created this star vehicle for his wife simply because so many other directors had struck gold with Andrews in musicals (MARY POPPINS, SOUND OF MUSIC, THOROUGHLY MODERN MILLIE, etc) but also because Andrews was snubbed from starring in projects made famous on stage by Julie herself (CAMELOT, MY FAIR LADY, etc) because Hollywood thought she wasn't sexy or glamorous enough. So Blake created this stillborn effort, to showcase his wife in a bizarre concoction of spy story/war movie/romance/slapstick comedy/musical. DARLING LILI suffers from multiple personalities, never knowing who or what it is. Some specific scenes are good or effective but as a whole, it just doesn't work at all to a point of it being very embarrassing.<br /><br />Mind you, the version on the DVD is the ""director's cut"", or in this case, ""let's salvage whatever we can"" from this notorious box office flop. In"|"releasing the DVD, Edwards cut 19 scenes (19!!!!!!!!) from the original bloated theatrical version into this more streamlined and yet remarkably ineffective version. The film moves along with no idea of what it is. We are 25 minutes into it and we still don't know what's going on or why we're watching what's going. What kind of spy is Lili? How powerful is she? Was she ever responsible for someone's death? Instead we watch a thoroughly bored looking Rock Hudson trying to woo a thoroughly bored looking Julie Andrews. Things aren't helped much with the inexplicable reason why the two fall in love. Why does Julie fall for Hudson? Why him and not other men she got involved with? There should have been one of her ex hanging around, trying to win her back or trying to decipher her secret. This would have given us some much needed contrast to the muddled action. It would also have given us some impetuous to the sluggish proceedings. There's no catalyst in this story.<br /><br />One only has to look at the cut scenes to clearly see that Edwards and the writer just came up with ideas inspired by Andrews' (and Edwards') previous successes. The best (or worst) example is the scene when Andrews and Hudson follows a group of children who sing in the middle of a forest. Edwards channeling SOUND OF MUSIC. It's no wonder he removed it from the DVD. Back in 1970, that scene might have worked on a certain level but today, that moment reeks of desperation. There are other plot elements directly inspired by Andrews/Edwards other films. The endless scenes of dogfights is inspired by the much better MODERN MILLIE. The musical moment ""I'll give you three guesses"" was created just to make fun of Julie's MARY POPPINS persona, which is turned ""raunchy"" with Julie doing a striptease in the act. The ending, bird's eye view of Julie running towards Hudson's plane, is another ""wink"" at SOUND OF MUSIC.<br /><br />The whole thing is confusing. Julie plays a singer, born from a German father and British mother, who lives in England but sings her (English) songs in Paris. You never know exactly where the story takes place. Some moments are just badly edited. Like when Julie and her ""uncle"" are on horseback. They talk and talk and then Julie suddenly sprints off in mid-sentence. I'm like ""what happened here?""<br /><br />The comedy bits are unfunny and cringe-worthy. Every scene with the French police are pathetic. Where's Peter Sellers when you really need him. The action is stupid beyond belief. When Julie and her ""uncle"" are on their way to Germany on that train, Hudson's squadron shoots rounds of bullets at the train, almost killing Lili in the process. Brilliant. What's also funny about that scene is the two leave on the train in the middle of the night but Hudson and his squadron reach the train even though they fly off the next morning. That's one slow moving train there. <br /><br />The musical moments. The beginning is the best part of the entire film (and the reason I gave this film 3 stars) but it's effect is diminished considerably because it's repeated at the end. Speaking of redundant, did we really need to see a can-can dance, Crepe Suzette stripping scene and Julie stripping too? The ""Girl in no man's land"" is OK even if it's bleeding obvious, but that moment just doesn't make any sense whatsoever because Lili sings it to a group of injured soldiers at a French hospital, making me wonder: how many soldiers there were injured indirectly by the result of her spying?<br /><br />The whole project is listless and without energy. The romance is 100% unbelievable. Rock Hudson is way too old and tired looking (check out the museum scene). Julie looks dazed, like she's on Valium. But what really kills this ill-conceived project is Julie playing a German spy. Edwards desperately wanted to dispel the Mary Poppins syndrome afflicting his wife and believed that playing a traitor was a good career decision. As much as I like Julie, she's no Greta Garbo, who pulled it off so beautifully in MATA HARI. Funny enough, even if Julie plays a German spy, she still comes across as cloying and cute.<br /><br />How bad is DARLING LILI? Even after 37 years since its release, Blake Edwards felt he still needed to work on it for its DVD release."|the original theatrical release, the film was cut by 20 minutes and the DVD version is even longer. I don't know if the director's cut is better but I'm sure it's not. The film is so bad that it's hard to believe that it was made by a man who had such a great career in the past. It's a shame that this is the last film that Julie Andrews made before she retired from acting. She deserved better.<br /><br />The film opens with|"Yes (near-exact match) 
        Note: The candidate text is a near-exact match of the reference text, but it is not an"
726||I found the first 90 minutes of this film to be very interesting, even though a few parts of it were ridiculous (i.e.. Philip Seymour Hoffman's character). The last 60 minutes were distasteful and I began to lose interest in the film. The last hour lasted forever, it seemed.<br /><br />The movie is nicely acted and I|"can see why Rene Zellweger won an Academy Award since her character was so interesting. The movie also is beautifully filmed and the story is an emotional one. However, I found the message to be a bad one: not surprising these days in Hollywood. In this story, ""Inman"" (Jude Law) deserts the Confederate Army during the Civil War. His reason: his girlfriend misses him and wants him home. He's also getting disillusioned with war. (Can you imagine if every soldier who was in a similar boat deserted the army in the two world wars??!)<br /><br />Yet, in this film of course, all of that is perfectly acceptable. Then again, what Liberal filmmaker has ever had a nice thing to say about the U.S. military?? To add to their left-wing slant, they portray a vigilante-like posse going after deserters as cold-blooded sick killers. Well, in the world of films, as we know: good is portrayed as bad and bad is good.....and only Liberals would portray deserters as heroes."|"would recommend it to anyone who enjoys a good drama. I would give it a 7 out of 10. 
            END: 
            LABEL: 1 (Positive)
            BEGINNING: I found the first 90 minutes of this film to be very interesting, even though a few parts of it were ridiculous (i.e.. Philip Seymour Hoffman's character). The last 60 minutes were distasteful and I began to lose interest in the film. The last hour lasted forever, it"|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, structure, and"
727||Agustus and Call really did Nothing? Why are they Hero's they did nothing other then get to places after the bad guys where dead. What was the point of this show? I was very very|Disappointed. I expected more action, more story, and to see the birth of Heros and Great Deeds. Instead I saw very little, it seemed like Agustus and Call where just side story's for the great Indian Chief. <br /><br />I'm not even sure that the history is even very close. They did very little to show why the Texans and Comanche fought against each other.<br /><br />The only good part about this movie was Zhan who played Gus very very well and is a great actor. A lot of good story that could have been gone to waste. It was sad and I wish that I had not watched it.|disappointed in this show. I was very excited to see this show but it was a big let down. I was very disappointed in this show. I was very excited to see this show but it was a big let down. I was very disappointed in this show. I was very excited to see this show but it was a big let down. I was very disappointed in this show. I was very excited to see this show but it was a big let down. I was very disappointed in this show|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it does not have the same"
728||This one features an interesting way of handling a camera,<br /><br />espercially for a DTV movie - the version I saw was full-screen<br /><br />- but it falls short on the|"scenario department. First you get<br /><br />around 20mn of talk, talk, talk in a would-be-hip, post-""Trainspotting"" way, then it's slasher city. And then comes<br /><br />the most dishonest cheat ending I've seen, much worse than<br /><br />""April Fool's Day"" - where at least it made sense. So, all in<br /><br />all, it's the old song and dance : interesting director tries<br /><br />hard, but deserves better movie. Funny : usually, it is the actors which are in desperate need of<br /><br />something better Skip it anyway, for your time"|acting. The story is interesting enough<br /><br />- but the acting is so bad that it's hard to care about the characters<br /><br />- and the story is so predictable that it's hard to care about the<br /><br />- story. The acting is so bad that it's hard to care about the<br /><br />- characters. The story is so predictable that it's hard to care<br /><br />- about the story. The acting is so bad that it|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it does not have the same"
729||My first hugely disappointing BBC/Jane Austen flick. The tone is off, the costumes are off, the hair is off, the music is from outer space, and Robert Hardy, bless him, looks like he's|really annoyed to be in such a stinker. Even some of the casting is off. No, I take that back, a good director can make a silk purse out of a sows ear, so to speak. The performances in this thing are so over the top and melodramatic that it's almost a farce of a Jane Austen story, which is ironic since Northanger Abbey is a sort of homage/send up of the early Gothic novel. I wanted to slap the female lead after awhile; who made the decision that she should be such a ninny? I had to watch Pride & Prejudice ('95) immediately to get the bad taste out of my mouth. Phew!|been playing the same role for 50 years. The story is a mess, the characters are not well drawn, and the dialogue is not Jane Austen. I'm not sure what they were thinking. The only good thing about this movie is that it's short. I'm not sure why they made it so long. I'm not sure why they made it so short. I'm not sure why they made it so long. I'm not sure why they made it so short. I'm|"No (not a near-exact match) 

        Note: The examples are not exhaustive. The task is to determine if the candidate text is an"
730||Tamara Anderson and her family are moving once again, as her itinerant painter father chases his next landscape. Fifteen years old, she is in her rebellious stage. Already angry at her father for their frequent relocations, her anger is exacerbated when her mother is suddenly confined to a sanatorium for tuberculosis. Her mother's absence causes Tamara to lash out at her father and seek|comfort in religion, the boy next door, Rusty, as well as the spirit of the dead teenager who used to live in her rented house.<br /><br />The story is modest to a fault. It's oddly paced, and even during its emotional scenes there isn't any tension. The actors portraying the parents are fine. Alberta Watson is incredibly charismatic as the sick mother, and Maria Ricossa is particularly effective as the guilt-ridden mother of the dead teenager. But Katie Boland, as Tamara, is too amateurish to carry the movie. The dialog is very natural and Boland can't quite pull it off. She has her moments and when she hits them she can be good but there were too many times when she came off awkward. One can see her thinking 'ok this is what my line is and this is the face i'm supposed to make' rather than actually reacting to the other actors. She's not the only one, Kevin Zegers as Rusty and Megan Park as his sister Brenda also suffer from stilted delivery but at least they're in fewer scenes.<br /><br />If done right, the screenplay could have made her an affecting movie. And it has it moments but much of it is bogged down with an amateurish lead performance and flat directing.|solace in the arms of her older brother, who is away at college. Tamara's father, a painter, is a man of few words, but his paintings are filled with emotion. He is a man of the land, and his paintings reflect his love of nature. He is also a man of few words, but his paintings are filled with emotion. He is a man of the land, and his paintings reflect his love of nature. He is also a man of few words, but|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it lacks the original text's"
731||The story of Ed Gein is interesting, VERY interesting. This movie, however, interesting only in the fact that it was actually made. Kane Hodder's portrayal of Ed Gein is so far off, it's not even the slightest bit funny. Ed Gein did not behave psychotic in public, he was very calm and collected and always extremely polite to everybody and talked to anybody who would listen, this is one of the major things this movie failed to show the|"audience. But the biggest mistake of this movie, side from even one frame ever being shot, was that Ed never killed anyone without having been told to do so by his dead mother, whom he thought was speaking to him from beyond the grave. He killed only the people who his dead mother said he had to because it was God's will, and he was very remorseful about it, though that didn't stop him from experimenting with cannibalism and wearing people's flesh. I officially gave this movie a rating of ""1"" simply because ""0"" wasn't given to me as an option.<br /><br />I highly advise all to stay clear of this movie. If you want to see a movie that accurately depicts Ed Gein and doesn't try to put in a sub-plot love story between a cop and a fictional woman who never existed, i HIGHLY advise you see the original movie, which unfortunately seems to not be on IMDb.com though i could be wrong, but i have yet to find it here. The original doesn't stray from the actual events and doesn't try to twist the story. I can understand telling the story from a different perspective, but this movie just tried to straight change the true story itself, something that i find as horrible as if someone made a movie based on 9/11, but gave it a twist that Canada was behind it. Or a WWII movie saying Hitler was a good guy and helped fight the Nazi's."|audience. Ed Gein was a very intelligent man, he was a very good mechanic and a very good carpenter. He was also a very good farmer, he was a very good businessman and he was a very good businessman. He was also a very good businessman. He was also a very good businessman. He was also a very good businessman. He was also a very good businessman. He was also a very good businessman. He was also a very good businessman. He was also a very good|"No (not near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, structure, and contextual"
732||Starting with a tearjerking poem and images of american missiles, starving children and mutilated palestinians I quickly realised that this was not going to be a objective documentary. 5|youths convicted after the gothenburg riots are interviewed and give a very confused explaination why they had to trash the citycenter and then (oh my god) actually have pay for what they have done. I kept watching and many questions are raised, were the trial properly done and did the cops have the right to do what they did? Lots of questions asked... and then dropped. No interviews with judges or going through documents about the trial.. nothing.<br /><br />In short: Nothing new from what every Swede has seen on tv a hundred times - just poor propaganda.|minutes in and I was already bored. 10 minutes in and I was already angry. 15 minutes in and I was already ready to turn it off. 20 minutes in and I was already ready to throw my remote at the screen. 25 minutes in and I was already ready to throw my TV out of the window. 30 minutes in and I was already ready to throw my house out of the window. 35 minutes in and I was already ready to throw my country out of|"No (not a match)
        
        Example 6:  
        Reference Text: The new iPhone 12 Pro has a 6.1-inch"
733||"I'm not sure why the producers needed to trade on the name of a somewhat successful movie franchise because the title suggests that it is a sequel to the first three movies..which it is not. Even though Marques Houston did appear in ""HP3"", he played a totally different character (he"|"was, eight years older) in this film. Okay...so Reid and Martin weren't the most talented and couldn't carry a film all by themselves..but to trade on the HP franchise seems to me that there could have made some sort of reference (albeit minor) to the earlier movies. I'm sure everyone who wanted to see it was ""hoodwinked""--into thinking that they were seeing a sequel--not a totally different film with a familiar name. And I'm sorry...Kym Whitley is not funny, and could not hold a candle to the late Robin Harris, Ketty Lester, or DC Curry in the earlier films. Although Meagen Good and Mari Morrow are a substantial visual diversion...I have to give this a THUMBS DOWN!! Just naming the film ""Down to the Last Minute"" would have been OK. Furthermore, the Hudlin brothers (who produced the first three movies) were not involved in the making of this film."|"was the main character in the movie). The movie is about a group of friends who are in a band and are trying to make it big. They are in a band called ""The Crew"" and they are trying to get a record deal. They are also trying to get a record deal with a record label called ""The Crew"". The movie is about the band and their struggles to make it big in the music industry. The movie is also about the band's struggles to make it big in the"|"No (not a near-exact match) 
        Note: The answer is ""No"" because the candidate text does not match the reference text in"
734||i was looking forward to this, and to be honest there were some bright spots, but it would have worked better if it had concentrated on one story rather than shooting all over the world. The many dogs were a lot|of fun but i got bored of the wine fascists pompously whining (;-)) on about their achievements.<br /><br />I felt it would have worked better as an hour long TV documentary, concentrating on one of the many different issues it explored. The most interesting being the french town near montpelier fighting off a an American wine company's campaign to get rid of the historic forests. A socialist mayor agreed to a deal, a nicely timed election arrived, and a communist mayor was elected, who turned it down, much to the exasperation of the American wine execs...<br /><br />hopefully the director's cut will be shorter than the original..|of fun, and the cast was great, but the story was a bit of a mess. The plot was a bit confusing, and the ending was a bit of a letdown. The movie was a bit of a mess, and the ending was a bit of a letdown. The movie was a bit of a mess, and the ending was a bit of a letdown. The movie was a bit of a mess, and the ending was a bit of a letdown. The movie was|"No (not a near-exact match) 

        Note: The reference text and the candidate text are not the same. The candidate text is a"
735||===========BIG SPOILER================================== This is a terrible movie with no likable characters. So many clichés and senseless scenes. It needs a good editor but then there might not be any movie left. Please save your two hours. The only decent and unpredictable scene in the movie was when the younger brother refuses to stop his|"brother from killing himself. The description read ""moments of dark comedy"". Perhaps I missed those when I blinked. The horrible characters start right with the funeral. The funeral goers are laughing and complaining about the food while at the funeral of a very young man who has committed suicide? Then the father makes digs at the only son left? Right at the funeral? How is it that the next door neighbor whose husband cheated on her with Sigourney Weaver's character is the bad guy for telling the husband? The father doesn't even know his son can play the piano though everyone else around him seems to know he is a great pianist. The movie tries to shove every dramatic cliché possible into one movie: father over-driving athletic son to succeed, dysfunctional family losing a chosen son to suicide, the son left feeling lost and alone, drugs, marital affairs, child conceived via affair but raised as husband's son, incest, homosexual tendencies, bullies, possible terminal illness, etc, etc, etc. DO NOT WASTE YOUR 2 HOURS."|car and the older brother has to do it for him. The rest of the movie is a waste of time. The only thing that made me watch the movie was the fact that it was free on Netflix. I would not pay to see this movie. I would not recommend this movie to anyone. I would not watch this movie again. I would not give this movie a second chance. I would not watch this movie with my friends. I would not recommend this movie to my friends. I would|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, tone, and"
736||"I'm sorry but this guy is not funny. I swear I've heard heard 4 year olds come up with better jokes then some of his. ""Dee dee dee"" for instance is possibly the worst catch phrase I've ever heard. It lacks any creativity at all, and to be making fun of mentally challenged people when you've reached level of having your own show is incredibly dim-witted on Mencia's part.<br /><br />Though every one compares this fool to Chappelle, their is no contest. First off they had very very different shows. I"|"think all in all Menica's show on average had only about 2 short 5 minute skits in between his 10 minute rants about god knows what. Chappelles show came off more as sketch comedy, with 2-4 skits that occupied all the show. All chappelle did was a short summarization of each skit before and after each one. This is where Mencia fails even more. What would make Mencia think having a show which consists of the same standup comedy that he talks about on his standup specials would be a beneficial idea? Does anybody really want to listen to a bit George Lopez pioneered years before Mencia, but just dragged beyond belief to the point where its dead? Snowflake's chance in Hell.<br /><br />My point is even though most people hate this guy for his rascism, I just cant stand him for his imcompetence. Comedy Central was looking for a minority they could brand as ""controversial"" and then leave him to follow Chappelles path. The problem, is this guy made it very clear he doesn't want to be Chappelle. So instead he conducts his crappy show like a burning trainwreck right into the ground. Does anybody want to watch a weekly standup about the same stuff every thursday, I know sure as hell I don't.<br /><br />I cant express my gratitude to Comedy Central though. This idiot's show is done. Personally after watching his standup, I don't know how he got his own show in the first place. There are so many more deserving comics like Jim Gafigan, Zach Galifinakis, etc... In fact anyone is better than this fool."|'m not saying Chappelle was better, but he was at least funny. Mencia's show is just a bunch of people making fun of retarded people, and he's the only one who is funny. The rest of the show is just a bunch of people making fun of retarded people. I'm not saying that's a bad thing, but it's not funny. I'm not saying that's a bad thing, but it's not funny. I'm not saying that's a bad thing|"No (not a near-exact match) 

        Example 6:  
        Reference Text: The 2011 film ""The Tree of Life"
737||"""Fat Girls"" is among the worst films within the indie gay genre.<br /><br />The premise is promising: an average-looking gay teen is trapped in a repressive small TX town. His only kindred spirits are the other village HS misfits: the class 'fat girl', a naïve immigrant from Cuba, and the sensitive drama teacher. So far, interesting. In theory, this plot line creates a decent setup for an appealing coming of age story with a built-in audience---the thousands of gay men who grew up in small towns across America and experienced this adolescent anxiety first hand, peppered with a dose of self-deprecating humor.<br /><br />Unfortunately, rather than a nuanced dramedy, Ash Christian approaches his autobiographical subject matter with a poorly executed attempt at irony and dark humor. The result is a cast of unlikeable, derivative, two-dimensional characters which the viewer cannot but help feel indifferent toward. Sabrina (Fink) is a quasi-Goth bitter navel-gazer."|"She is such a prickly, unsympathetic person; there is little doubt as to the reason for her friendless condition. The chemistry between her and Rodney (Christian) registers zero. This may have been bad casting, but is more likely due to a screenplay which is simply unsalvageable. Consequently, one is left wondering when there is such a non-existent bond, what could possibly warrant their near-constant companionship throughout the story.<br /><br />Sabrina's newfound boyfriend, Rudy (de Jesus), and Rodney's mother Judy (Theaker) are among the most exaggerated of the clichéd stock characters ripped off from dozens of other films. Rudy is the horny undersexed immigrant/nerd lifted directly from every raunchy adolescent ""comedy"" ever made within the realm of TV or film. Judy is the born-again obsessed with Jesus- talk and big hair. Just when you thought the Tammy Faye thing had been done to death, Christian inserts a scene where Judy's mascara is running with her tears! Is there anyone in the civilized world that can possibly think this tired old stereotype gag is still funny after seeing it ad nauseum for 20 years?<br /><br />In addition to the failed attempts at sardonic humor, there are many puzzling story inconsistencies. Rodney considers himself a ""fat ugly"" loser. However, he simultaneously manages to participate in casual and regular impromptu trysts with the ubiquitous school jock/hunk, Ted (Miller). Although these liaisons are devoid of emotional fulfillment, most gay teens (filled with raging testosterone, just like their hetero brethren) would find this to be a rather enviable arrangement given the more common alternative of involuntary celibacy.<br /><br />Rodney finds an object for his affection in Bobby (Bruening), an exotic transplant from England. Against all believable odds, the lad not only happens to land in this tiny TX hamlet, but is conveniently openly gay to boot. Like Sabrina, Bobby is an icy, angry smart aleck and the viewer is left head-scratching as to his magnetic appeal. <br /><br />Much to his delight, Rodney is invited by his new crush to the town gay bar, where Bobby claims to be the DJ. Upon arrival, the boyfriend-to-be promptly leaves Rodney solo and heads off to another area of the bar for a quick encounter with a rather handsome young man. This is yet one more of the ridiculously inexplicable plot elements since Rodney's feeling as an outcast are supposedly derived largely from his lonely existence in a parochial town. As tiny as the town is, they have openly gay students at the high school? A secretly bisexual football captain? Lesbian moms? A Gay teacher? and it has a gay bar downtown (patronized by attractive men, no less)? Apparently, the place is not so backwater after all.<br /><br />Ten years earlier, Todd Stephens' ""Edge of Seventeen"" covered nearly the same material with a much more creative, honest, touching, and humorous film."|She is a caricature of a 'fat girl' and is only marginally more sympathetic than the film's protagonist, a self-absorbed, self-loathing, self-hating, self-mutilating, self-destructive, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self-hating, self|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it contains a large number of"
738||I love documentaries. They are among my favorite genres of film. Before seeing this film I hadn't seen one that I hadn't liked.<br /><br />The premise for this film is a great one. The execution is well done. There were some times early on when I laughed and smiled. Yet as the film went on the more|"tedious and irritating it became. This could have been something special had the subject not been such an inarticulate, childish, inept putz. I appreciate his passion for film, but quit your whining. If you're short on funds, maybe you shouldn't have so many kids, or spend so much money on alcohol. Maybe you should have gone to film school, or at least graduated from high school. Maybe you should have lived life and gotten perspective and experiences that could add to your vision. <br /><br />There are so many people out there with stories that are interesting, funny and poignant. To see this guy chosen over any of them is nothing less than crass. If you want to do a documentary on a film maker, why not do one on someone from China or Iran, a film maker with REAL problems? <br /><br />Two final questions:<br /><br />Who takes a little kid to see Apocalypse Now?<br /><br />How many times did this guy say ""man""?"|I found myself bored. I was not bored by the film, but by the subject matter. I was not bored by the film, but by the subject matter. I was not bored by the film, but by the subject matter. I was not bored by the film, but by the subject matter. I was not bored by the film, but by the subject matter. I was not bored by the film, but by the subject matter. I was not bored by the film, but by the|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it does not have the same"
